source,figure_ref,page,caption
SRREN_Full_Report-1.pdf,Figure 7.18 ,583,"Figure 7.18 shows that the majority of lifecycle GHG emission estimates 
cluster between about 8 and 20 g CO2eq/kWh, with some estimates 
reaching 80 g CO2eq/kWh.31 Where studies have identiﬁ ed the signiﬁ -
cance of different stages of the lifecycle of a wind power plant, it is clear 
that emissions from the manufacturing stage dominate overall lifecycle 
GHG emissions (e.g., Jungbluth et al., 2005). Variability in estimates 
stems from differences in study context (e.g., wind resource, techno-
logical vintage), technological performance (e.g., capacity factor) and 
methods (e.g., LCA system boundaries).32 
"
SRREN_Full_Report-1.pdf,Figure 7.18 ,583,"Figure 7.18 | Lifecycle GHG emissions of wind energy technologies (unmodiﬁ ed lit-
erature values, after quality screen). ‘Offshore’ represents relatively shallow offshore 
installations except for one ﬂ oating offshore estimate. See Annex II.5.2 for details about 
the literature search and the literature citations contributing to the estimates displayed.
"
SRREN_Full_Report-1.pdf,Figure 7.19 ,593,"Figure 7.19 | Offshore wind turbine foundation designs: (left) near-term concepts and (right) ﬂ oating offshore turbine concept. Sources: (left) UpWind (UpWind.eu) and (right) NREL.
"
SRREN_Full_Report-1.pdf,Figure 7.20,597,"Figure 7.20. Investment cost of onshore wind power plants in (upper panel) Denmark (Data source: Nielson et al., 2010) and (lower panel) the USA (Wiser and Bolinger, 2010). 
"
SRREN_Full_Report-1.pdf,Figure 7.21 ,598,"Figure 7.21 | Investment cost of operating and announced offshore wind power plants (Musial and Ram, 2010).
"
SRREN_Full_Report-1.pdf,Figure 7.22 ,598,"Figure 7.22 | Fleet-wide average capacity factors for a large sample of wind power plants in the USA from 1999 to 2009 (Wiser and Bolinger, 2010). 
"
SRREN_Full_Report-1.pdf,Figure 7.23 ,600,"Figure 7.23 | Estimated levelized cost of on- and offshore wind energy, 2009: (left) as a function of capacity factor and investment cost* and (right) as a function of capacity factor 
and discount rate**. 
"
SRREN_Full_Report-1.pdf,Figure 7.24 ,605,"Figure 7.24 | Global primary energy supply of wind energy in long-term scenarios 
(median, 25th to 75th percentile range, and full range of scenario results; colour coding is 
based on categories of atmospheric CO2 concentration level in 2100; the speciﬁ c number 
of scenarios underlying the ﬁ gure is indicated in the right upper corner) (adapted from 
Krey and Clarke, 2011; see also Chapter 10).
"
SRREN_Full_Report-1.pdf,Figure 7.25 ,605,"Figure 7.25 | Wind electricity share in total global electricity supply in long-term sce-
narios (median, 25th to 75th percentile range, and full range of scenario results; colour 
coding is based on categories of atmospheric CO2 concentration level in 2100; the speciﬁ c 
number of scenarios underlying the ﬁ gure is indicated in the right upper corner) (adapted 
from Krey and Clarke, 2011; see also Chapter 10).
"
SRREN_Full_Report-1.pdf,Figure 8.1 ,627,"Figure 8.1 |  Pathways for RE integration to provide energy services, either into energy supply systems or on-site for use by the end-use sectors.
"
SRREN_Full_Report-1.pdf,Figure 8.2 ,630,"Figure 8.2 |  (Preceding page) RE shares (red) of primary and ﬁ nal consumption energy in the transport, buildings (including traditional biomass), industry and agriculture sectors in 
2008 and an indication of the projected increased RE shares needed by 2035 in order to be consistent with a 450 ppm CO2eq stabilization target.
"
SRREN_Full_Report-1.pdf,Figure 8.3 ,653,"Figure 8.3 |  An integrated RE-based energy plant in Lillestrøm, Norway, supplying the University, R&D Centre and a range of commercial and domestic buildings using a district heat-
ing and cooling system that incorporates a range of RE heat sources, thermal storage and a hydrogen production and distribution system (Akershus Energi, 2010).
"
SRREN_Full_Report-1.pdf,Figure 8.4 ,654,"Figure 8.4 |  Share of total heat demand in buildings supplied by district heating schemes 
for selected countries (Euroheat&Power, 2007).
"
SRREN_Full_Report-1.pdf,Figure 8.5 ,656,"Figure 8.5 |  Solar-supported centralized heating plant with seasonal tank storage connected to a district heating system (modiﬁ ed from Bodmann et al., 2005).
"
SRREN_Full_Report-1.pdf,Figure 8.6 ,657,"Figure 8.6 |  Comparative average annual heating and unit costs (USD2005 ), including 
climate, energy and carbon taxes, as seen by the end user in a typical Swedish 1,000 m2 
multi-family building with a heat demand around 700 GJ/yr.
"
SRREN_Full_Report-1.pdf,Figure 8.7 ,659,"Figure 8.7 |   Total area of building ﬂ oor space served by district heating in China increased over twelve fold from 1990 through 2008 (adapted from Kang and Zhang (2008), 
updated with 2006-2008 data from the National Bureau of Statistics China, 2010).
"
SRREN_Full_Report-1.pdf,Figure 8.8 ,664,"Figure 8.8 | For a 500 kWe CHP plant fuelled by biogas produced from either the anaero-
bic digestion of animal manure slurry or a corn silage energy crop, the potential reductions 
of GHG emissions can be compared with using natural gas to fuel the CHP plant. Methane 
leaks to atmosphere reduce the GHG reduction beneﬁ ts (Pehnt et al., 2009b).
"
SRREN_Full_Report-1.pdf,Figure 8.9 ,665,"Figure 8.9 | Relative costs for distributing and dispensing biomethane (either compressed 
or liqueﬁ ed) at the medium scale by truck or pipeline (Åhman, 2010). 
"
SRREN_Full_Report-1.pdf,Figure 8.10 ,665,"Figure 8.10 | Technical annual potentials of biomethane at standard temperature and 
pressure (STP) as produced from a range of biomass feedstocks in the EU region in 2005 
and 2020 (Müller-Langer et al., 2009).
"
SRREN_Full_Report-1.pdf,Figure 8.11 ,666,"Figure 8.11 | The various phases in a typical biofuel production, blending and distribution system for transport fuel.
"
SRREN_Full_Report-1.pdf,Figure 8.12 ,674,"Figure 8.12 | Estimated economic potential ranges for GHG mitigation in the energy supply and end-use sectors, above the assumed baseline for different regions, as a function of the 
carbon price in 2030, and based on end-use allocations of emissions including from electricity generation (IPCC, 2007). Regional categories presented here include the entire world, 
member countries of the Organisation for Economic Co-operation and Development (OECD), Economy In Transition (EIT) countries, and Non-OECD/EIT countries.
"
SRREN_Full_Report-1.pdf,Figure 8.13 ,676,"Figure 8.13 | Possible fuel/vehicle pathways from primary energy sources, through energy carriers (yellow, to vehicle end-use drive-train options (with RE resources highlighted in orange). 
"
SRREN_Full_Report-1.pdf,Figure 8.14 ,677,"Figure 8.14 | Relative fuel economies of future alternative drive train light duty vehicles 
compared to advanced spark ignition, gasoline-fuelled, internal-combustion engine vehicles, 
based on several selected studies.
"
SRREN_Full_Report-1.pdf,Figure 8.15 ,677,"Figure 8.15 | Relative incremental retail price for future mid-sized alternative drive light 
duty vehicles compared to advanced gasoline, spark ignition, internal combustion engine 
vehicles as the reference price (= $0). 
"
SRREN_Full_Report-1.pdf,Figure 8.17 ,681,"Figure 8.17 | Well-to-wheels GHG emissions per kilometre travelled from selected studies of alternative light duty fuel/vehicle pathways, normalized to the GHG emissions value of a 
gasoline internal combustion engine light duty vehicle (ICEV) but excluding land use change, vehicle manufacturing, and fuel supply equipment manufacturing impacts. 
"
SRREN_Full_Report-1.pdf,Figure 8.16 ,681,"Figure 8.16 | Life cycle GHG emissions (excluding land use change) from a range of light 
duty vehicle types as a function of the GHG emission intensity of electricity generation 
systems using coal, natural gas or low-carbon technologies including nuclear and RE 
(Samaras and Meisterling, 2008).
"
SRREN_Full_Report-1.pdf,Figure 8.18 ,686,"Figure 8.18 | Technology development pathways in Japan for future energy efﬁ ciency and RE technologies for use in residential and commercial buildings (METI, 2005). 
"
SRREN_Full_Report-1.pdf,Figure 8.19 ,688,"Figure 8.19 | RE integrated heating and cooling systems installed in a 120-year-old urban building in Bruxelles converted to commercial ofﬁ ces prior to the retroﬁ t (EREC, 2008).
"
SRREN_Full_Report-1.pdf,Figure 8.20 ,690,"Figure 8.20 | A holistic approach using supply chain analysis for local or national policy development for the sustainable supply of biomass for domestic consumption in developing 
countries (Khennas et al., 2009). The formulation of policies can impact on the supply chain resulting in a continuous learning-by-doing feedback loop.
"
SRREN_Full_Report-1.pdf,Figure 8.21 ,691,"Figure 8.21 | Financing options to provide energy services for the poor, based on experiences in Burkina Faso, Kenya, Nepal and Tanzania (UNDP, 2009).
"
SRREN_Full_Report-1.pdf,Figure 8.22 ,692,"Figure 8.22 | Relative performance of current building technologies to meet heat energy 
demand compared with future designs of energy-efﬁ cient buildings with integrated RE 
systems and related investment costs (from base year 2005 = 100), based on a full-scale 
demonstration project in Finland (VTT, 2009). 
"
SRREN_Full_Report-1.pdf,Figure 8.23 ,696,"Figure 8.23 | Industrial heat demands by temperature quality and by manufacturing 
sector for 32 European countries (Werner, 2006b).
"
SRREN_Full_Report-1.pdf,Figure 8.24 ,699,"Figure 8.24 | Increased global productivity per hectare for a range of staple crops over 
the past few decades compared with average yields in base year 1961 shown at 100 
(based on FAO (2009) data). 
"
SRREN_Full_Report-1.pdf,Figure 8.25 ,701,"Figure 8.25 | (a) Average seasonal and daily electricity demand for the Totara Valley community (in kWh consumption per 30 minute periods), and (b) annual and daily wind data, 
showing some matching of wind power supply with evening and winter peak demands (Murray, 2005).
"
SRREN_Full_Report-1.pdf,Figure 9.1 ,726,"Figure 9.1 | Framework of Chapter 9 and linkages to other chapters.
"
SRREN_Full_Report-1.pdf,Figure 9.3 ,731,"Figure 9.3 depicts the correlation between the HDI (see Section 9.2.2) 
and primary energy use per capita for 135 countries. The graph reveals 
a positive correlation between energy use and the HDI. In particular, 
countries with the highest levels of human development are also 
among the largest energy consumers. For countries with a relatively 
low energy demand (<84 GJ per capita), the picture is more diverse: 
while some are constrained to low HDI levels (<0.5), others display 
medium ones (between 0.5 and 0.8) at comparable energy consump-
tion. With rising levels of energy consumption, saturation of the 
positive relationship between energy use and HDI sets in (Martinez 
and Ebenhack, 2008), which means that a certain minimum amount 
of energy is required to guarantee an acceptable standard of living. 
Goldemberg (2001) suggests 42 GJ per capita, after which raising 
energy consumption yields only marginal improvements in the quality 
of life.
"
SRREN_Full_Report-1.pdf,Figure 9.2 ,731,"Figure 9.2 | Energy use (EJ) by economic sector. Note that the underlying data are cal-
culated using the IEA physical content method, not the direct equivalent method1 (IEA, 
2008c). Note: RoW = Rest of World.
"
SRREN_Full_Report-1.pdf,Figure 9.3 ,732,"Figure 9.3 | Correlation between total energy use per capita (GJ) and the countries’ Human Development Index (HDI). Note that the underlying data on energy use are calculated using 
the IEA physical content method, not the direct equivalent method.1 Based on UNDP (2010) and World Bank (2010).
"
SRREN_Full_Report-1.pdf,Figure 9.4 ,734,"Figure 9.4 | Incremental level of access to energy services (AGECC, 2010; based on IEA data and analysis). Note: kgoe = kilogram(s) of oil equivalent.
"
SRREN_Full_Report-1.pdf,Figure 9.5 ,735,"Figure 9.5 | The relationship between per capita ﬁ nal energy consumption and income 
in developing countries (IEA, 2010b). Data refer to the most recent year available during 
the period 2000 to 2008. Note: LPG = liquid petroleum gas.
"
SRREN_Full_Report-1.pdf,Figure 9.6 ,737,"Figure 9.6 | Energy imports as the share of total primary energy consumption (%) for coal (hard coal and lignite), crude oil and natural gas for selected world regions in 2008. Negative 
values denote net exporters of energy carriers. Based on BGR (2009).
"
SRREN_Full_Report-1.pdf,Figure 9.8 ,744,"Figure 9.8 | Estimates of lifecycle GHG emissions (g CO2eq/kWh) for broad categories of electricity generation technologies, plus some technologies integrated with CCS. Land-use 
related net changes in carbon stocks (mainly applicable to biopower and hydropower from reservoirs) and land management impacts are excluded; negative estimates1 for biopower 
are based on assumptions about avoided emissions from residues and wastes in landﬁ ll disposals and co-products. References and methods for the review are reported in Annex II. The 
number of estimates is greater than the number of references because many studies considered multiple scenarios. Numbers reported in parentheses pertain to additional references 
and estimates that evaluated technologies with CCS. Distributional information relates to estimates currently available in LCA literature, not necessarily to underlying theoretical or 
practical extrema, or the true central tendency when considering all deployment conditions.
"
SRREN_Full_Report-1.pdf,Figure 9.9 ,746,"Figure 9.9 | Illustrative ranges in lifecycle GHG emissions of petroleum fuels, ﬁ rst-generation biofuels and selected next-generation lignocellulosic biofuels without considering land 
use change. (Sources for estimates plotted: Wu et al., 2005; Fleming et al., 2006; Hill et al., 2006, 2009; Beer et al., 2007; Wang et al., 2007; CONCAWE, 2008; Macedo and Seabra, 
2008; NETL, 2008, 2009; CARB, 2009; Hoefnagels et al., 2010; Hsu et al., 2010; Kaliyan et al., 2010; Larson et al., 2010; Neely et al 2010). Note: FTD = Fischer-Tropsch diesel; RD = 
Renewable diesel (RD is different from biodiesel in processing and product properties). For common feedstock and fuel categories shown in both Figure 2.10 and above (e.g., sugarcane 
ethanol, FTD), the references cited and the ranges of GHG emission estimates are identical.
"
SRREN_Full_Report-1.pdf,Figure 9.10 ,748,"Figure 9.10 | Illustrative direct LUC-related GHG emission estimates from selected land use types and ﬁ rst-generation biofuel (ethanol and biodiesel) feedstocks. Results are taken 
from Hoefnagels et al. (2010) and Fargione et al. (2008) and, where necessary, converted (assuming a 30-year timeframe) to the functional units displayed using data from Hoefnagels 
et al. (2010) and EPA (2010b). Ranges are based on different co-product allocation methods (i.e., allocation by mass, energy and market value).
"
SRREN_Full_Report-1.pdf,Figure 9.11 ,748,"Figure 9.11 | Illustrative estimates of direct and indirect LUC-related GHG emissions 
induced by several ﬁ rst-generation biofuel pathways, reported here as ranges in central 
tendency and total reported uncertainty. Estimates reported here combine several dif-
ferent uncertainty calculation methods and central tendency measures and assume a 
30-year time frame. Reported under the x-axis is the number of references with results 
falling within these ranges (Sources: Searchinger et al., 2008; Al-Riffai et al., 2010; EPA, 
2010b; Fritsche et al., 2010; Hertel et al., 2010; Tyner et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 9.12 ,750,"Figure 9.12 | Cumulative lifecycle emissions per unit of energy generated of (a) NOx and SO2 and (b) NMVOC and PM2.5 for current heat and electricity supply technologies 
(C. Bauer, 2008; Viebahn et al., 2008; Ecoinvent, 2009); traditional biomass use not considered. Figures for coal and gas power chains with CCS are valid for near-future forecasts 
(C. Bauer et al., 2009).
"
SRREN_Full_Report-1.pdf,Figure 9.13 ,752,"Figure 9.13 | Premature deaths from household air pollution and other diseases in 2008 
and projected for 2030 (IEA, 2010a).
"
SRREN_Full_Report-1.pdf,Figure 9.14 ,754,"Figure 9.14 | Ranges of rates of operational water consumption by thermal and non-thermal electricity-generating technologies based on a review of available literature (m3/MWh). 
Bars represent absolute ranges from available literature, diamonds single estimates; n represents the number of estimates reported in the sources. Note that upper values for hydro-
power result from few studies measuring gross evaporation values, and may not be representative (see Box 5.2). Methods and references used in this literature review are reported 
in Annex II.
"
SRREN_Full_Report-1.pdf,Figure 9.15 ,758,"Figure 9.15 shows risk assessment results for a broad range of currently 
operating technologies. For fossil energy chains and hydropower, OECD 
and EU 27 countries generally show lower fatality rates and maximum 
consequences than non-OECD countries. Among fossil chains, natural 
gas performs best with respect to both indicators. The fatality rate for 
coal in China (1994 to 1999) is distinctly higher than for the other 
"
SRREN_Full_Report-1.pdf,Figure 9.15 ,758,"Figure 9.15 | Comparison of fatality rates and maximum consequences of currently operating large centralized and decentralized energy technologies. Fossil and hydropower is based 
on the ENSAD database (period 1970 to 2008); for nuclear PSA is applied; and for other renewable sources a combination of available data, literature survey and expert judgment 
is used. See Annex II for methodological details. Note: RBMK = reaktor bolshoy moshchnosty kanalny,a boiling water-cooled graphite moderated pressure tube type reactor; PWR = 
pressurized-water reactor; CHP = combined heat and power; EGS = Enhanced Geothermal Systems. 
"
SRREN_Full_Report-1.pdf,Figure 9.16 ,762,"Figure 9.16 | Share of Non-Annex I countries in the global deployment of different RE sources in long-term scenarios by 2030 and 2050. The thick black line corresponds to the 
median, the coloured box corresponds to the inter-quartile range (25th to 75th percentile) and the white surrounding bars correspond to the total range across all reviewed scenarios 
(adapted from Krey and Clarke, 2011).
"
SRREN_Full_Report-1.pdf,Figure 9.17 ,766,"Figure 9.17 | Biomass consumption by use with (left) and without (right) CCS for a 450 ppm climate stabilization scenario using the GCAM model (Luckow et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 9.18 ,767,"Figure 9.18 | Left: Conventional oil reserves compared to projected cumulative oil consumption (ZJ) from 2010 to 2100 in scenarios assessed in Chapter 10 for different scenario 
categories: baseline scenarios, category III and IV scenarios and low stabilization (category I+II) scenarios. The thick dark blue line corresponds to the median, the light blue bar cor-
responds to the inter-quartile range (25th to 75th percentile) and the white surrounding bar corresponds to the total range across all reviewed scenarios. The last column shows the 
range of proven recoverable conventional oil reserves (light blue bar) and estimated additional reserves (white surrounding bar) (Rogner, 1997).1 Right: Share of global oil consumption 
in non-Annex I countries for different scenario categories over time, based on scenarios assessed in Chapter 10.
"
SRREN_Full_Report-1.pdf,Figueiredo,786,"Figueiredo, P.N. (2003). Learning, capability accumulation and ﬁ rms differences: evi-
"
SRREN_Full_Report-1.pdf,Figueres,786,"Figueres, C., and C. Streck (2009). The evolution of the CDM in a post-2012 climate 
"
SRREN_Full_Report-1.pdf,Figure 10.1 ,814,"Figure 10.1 | Historic global fossil and industrial CO2 emissions and projections from 
164 long-term scenarios. Colour coding is based on categories of atmospheric CO2 con-
centration in 2100 as deﬁ ned in the IPCC AR4, WGIII (Fisher et al., 2007), with historic 
emission data from Nakicenovic et al. (2006). Figure and data adapted from Krey and 
Clarke (2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.2 ,815,"Figure 10.2 | Global RE primary energy supply (direct equivalent) from 164 long-term scenarios versus fossil and industrial CO2 emissions in 2030 and 2050. Colour coding is based on 
categories of atmospheric CO2 concentration level in 2100 (Fisher et al., 2007). The panels to the right of the scatterplots show the deployment levels of RE in each of the atmospheric 
CO2 concentration categories. The thick black line corresponds to the median, the coloured box corresponds to the inter-quartile range (25th to 75th percentile) and the ends of the 
white surrounding bars correspond to the total range across all reviewed scenarios. The crossed-lines show the relationship in 2007. Pearson’s correlation coefﬁ cients for the two data 
sets are -0.40 (2030) and -0.55 (2050). For data reporting reasons only, 161 scenarios are included in the 2030 results shown here, as opposed to the full set of 164 scenarios. RE 
deployment levels below those of today are a result both of model output as well as differences in the reporting of traditional biomass. Figure and data adapted from Krey and Clarke 
(2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.3 ,816,"Figure 10.3 | Historic global total primary energy supply (direct equivalent) and projec-
tions from 164 long-term scenarios. Colour coding is based on categories of atmospheric 
CO2 concentration level in 2100 (Fisher et al., 2007), with historic data from Grubler 
(2008). Figure and data adapted from Krey and Clarke (2011), modiﬁ ed to include two 
additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.4 ,816,"Figure 10.4 | Global freely-emitting fossil primary energy supply (direct equivalent) from 164 long-term scenarios by 2030 and 2050 as a function of fossil and industrial CO2 emis-
sions. Colour coding is based on categories of atmospheric CO2 concentration level in 2100 (Fisher et al., 2007). The blue crossed lines show the relationship in 2007. Pearson’s 
correlation coefﬁ cients for the two data sets are 0.96 (2030) and 0.97 (2050). For data reporting reasons only 153 scenarios are included in the 2030 and 2050 results shown here, 
as opposed to the full set of 164 scenarios. Figure and data adapted from Krey and Clarke (2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.5 ,817,"Figure 10.5 | Global low-carbon primary energy supply (direct equivalent) in 164 long-term scenarios by 2030 and 2050 as a function of fossil and industrial CO2 emissions. Low-
carbon energy refers to energy from RE, fossil energy with CCS, and nuclear energy. Colour coding is based on categories of atmospheric CO2 concentration level in 2100 (Fisher et 
al., 2007). The blue crossed lines show the relationship in 2007. Pearson’s correlation coefﬁ cients for the two data sets are -0.60 (2030) and -0.68 (2050). For data reporting reasons, 
only 161 scenarios are included in the 2030 results shown here, as opposed to the full set of 164 scenarios. Figure and data adapted from Krey and Clarke (2011), modiﬁ ed to include 
two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.6 ,818,"Figure 10.6 | Increase in global renewable primary energy share (direct equivalent) in 2050 in selected constrained technology scenarios compared to the respective baseline sce-
narios. The ‘X’ indicates that the respective concentration level for the scenario was not achieved. The deﬁ nition of ‘Limited Nuclear’ and ‘No CCS’ cases varies across models. The 
DNE21+, MERGE-ETL and POLES scenarios represent nuclear phase-outs at different speeds; the MESSAGE scenarios limit the deployment to 2010; and the ReMIND, IMACLIM and 
WITCH scenarios limit nuclear energy to the contribution in the respective baseline scenarios, which can still imply a signiﬁ cant expansion compared to current deployment levels. The 
REMIND (ADAM) 400 ppm no CCS scenario refers to a scenario in which cumulative CO2 storage is constrained to 120 Gt CO2, The MERGE-ETL 400 ppm no CCS case allows cumulative 
CO2 storage of about 720 Gt CO2. The POLES 400 ppm CO2eq no CCS scenario was infeasible and therefore the respective concentration level of the scenario shown here was relaxed 
by approximately 50 ppm CO2. The DNE21+ scenario is approximated at 550 ppm CO2eq based on emissions pathways through 2050. Figure adapted from Krey and Clarke (2011).
"
SRREN_Full_Report-1.pdf,Figure 10.7 ,819,"Figure 10.7 | Global RE primary energy supply (direct equivalent) plotted against non-
renewable low-carbon energy primary energy supply (direct equivalent) in 2030 and 
2050. Colour coding is based on categories of atmospheric CO2 concentration level 
in 2100 (Fisher et al., 2007). The shapes identify constraints on the availability of the 
competing low-carbon energy supply options, fossil with CCS and nuclear. Note that 
limited nuclear scenarios include nuclear phase-outs, constraints on the production of 
new nuclear energy and scenarios in which nuclear production is constrained to baseline 
levels. The blue crossed lines show the relationship in 2007. For data reporting reasons, 
only 152 and 155 scenarios are included in the 2030 and 2050 results shown here, as 
opposed to the full set of 164 scenarios. Figure and data adapted from Krey and Clarke 
(2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.8 ,820,"Figure 10.8 | Global RE primary energy supply (direct equivalent) by source in Annex 
I (AI) and Non-Annex I (NAI) countries in 164 long-term scenarios by 2030 and 2050. 
The thick black line corresponds to the median, the coloured box corresponds to the 
inter-quartile range (25th to 75th percentile) and the ends of the white surrounding bars 
correspond to the total range across all reviewed scenarios. Depending on the source, 
the number of scenarios underlying these ﬁ gures varies between 122 and 164. Note that 
ocean energy is represented in very few scenarios, insufﬁ cient to generate a similar graph. 
Although instructive for interpreting the information, it is important to note that the 164 
scenarios are not explicitly a random sample meant for formal statistical analysis. (One 
reason that bioenergy supply appears larger than supplies from other sources is that the 
direct equivalent method is used to represent primary energy in this ﬁ gure. Bioenergy is 
accounted for prior to conversion to fuels such as ethanol or electricity. The other tech-
nologies produce primarily (but not entirely) electricity and they are accounted for based 
on the electricity produced. If primary equivalents were used, based on the substitution 
method, rather than direct equivalents, then energy production from non-biomass renew-
able sources would be of the order of three times larger than shown here.) Figure and 
data adapted from Krey and Clarke (2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.10 ,822,"Figure 10.10 | Carbon prices (in USD2005) as a function of global RE primary energy sup-
ply (direct equivalent) in 2050. Colour coding is based on categories of atmospheric CO2 
concentration level in 2100 (Fisher et al., 2007). Different symbols in the graph denote 
the availability of CCS and nuclear energy. Note that limited nuclear scenarios include 
nuclear phase-outs, constraints on the production of new nuclear and scenarios in which 
nuclear production is constrained to baseline levels. For data reporting reasons, only 141 
scenarios are included in the 2050 results shown here, as opposed to the full set of 164 
scenarios. Figure and data adapted from Krey and Clarke (2011), modiﬁ ed to include two 
additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.9 ,822,"Figure 10.9 | (Preceding page) Global primary energy supply (direct equivalent) of biomass, wind, solar, hydro, and geothermal energy and share of variable RE (wind and solar 
photovoltaic) in global electricity generation in 164 long-term scenarios in 2020, 2030 and 2050, and grouped by different categories of atmospheric CO2 concentration level in 2100 
(Fisher et al., 2007). Following the direct equivalent methodology, biomass primary energy supply is accounted for prior to conversion whereas the other RE options are accounted for 
based on secondary energy produced. The thick black line corresponds to the median, the coloured box corresponds to the inter-quartile range (25th to 75th percentile) and the ends 
of the white surrounding bars correspond to the total range across all reviewed scenarios. Although instructive for interpreting the information, it is important to note that the 164 
scenarios are not explicitly a random sample meant for formal statistical analysis. For data reporting reasons, the number of scenarios included in each of the panels shown here varies 
considerably. The number of scenarios (N) underlying the individual panels, as opposed to the full set of 164 scenarios, is indicated in the right upper corner of each panel. Figure and 
data adapted from Krey and Clarke (2011), modiﬁ ed to include two additional scenarios.
"
SRREN_Full_Report-1.pdf,Figure 10.11 ,823,"Figure 10.11 | Global mitigation costs from the ADAM project under varying assumptions regarding technology availability for long-term stabilization levels of 550 and 400 ppm 
CO2eq (Edenhofer et al., 2010). Mitigation costs are given as aggregated GDP losses (MERGE, REMIND) or increase of abatement costs (POLES) up to 2100 relative to baseline in 
% of GDP. ‘All Options’ refers to the standard technology portfolio assumptions in the different models, while ‘Biomax’ and ‘Biomin’ assume double and half the standard technical 
potential of biomass of 200 EJ, respectively. ‘No CCS’ excludes CCS from the mitigation portfolio and ‘No Nuclear’ and ’No RE’ constrain the deployment levels of nuclear and RE to 
the baseline level, which still potentially means a considerable expansion compared to today. The ‘x’ in the right panel indicates non-attainability of the 400 ppm CO2eq level in the 
case of limited technology options.
"
SRREN_Full_Report-1.pdf,Figure 10.12 ,823,"Figure 10.12 | Mitigation costs from the RECIPE project under varying assumptions regarding technology availability for a long-term stabilization level of 450 ppm CO2 (Luderer et al., 
2009). Option values of technologies in terms of consumption losses for scenarios in which the option indicated is foregone (CCS) or limited to baseline levels (all other technologies) 
for the periods (a) 2005 to 2030 and (b) 2005 to 2100. Option values are calculated as differences in consumption losses for a scenario in which the use of certain technologies is 
limited with respect to the baseline scenario. Note that for WITCH, the generic backstop technology was assumed to be unavailable in the ‘Fix RE’ scenario.
"
SRREN_Full_Report-1.pdf,Figure 10.13 ,830,"Figure 10.13 summarizes the resulting range of electricity generation 
by RE sources in the different scenario projections for 2050. Solar PV, 
CSP and wind power have the largest expected market potential beyond 
2020. Hydropower remains at a relatively high and stable level in almost 
"
SRREN_Full_Report-1.pdf,Figure 10.13 ,831,"Figure 10.13 | Global RE electricity generation (development projections by technology and shares of global power generation for the four illustrative scenarios for comparison). 
The total renewable power generation by 2050 is 11,159 TWh/yr (IEA-WEO2009-Baseline), 63,384 TWh/yr (ReMIND-RECIPE), 21,660 TWh/yr (MiniCAM-EMF22) and 41,500 TWh/yr 
(ER-2010) respectively. Sources: IEA-WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske 
et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 10.14 ,832,"Figure 10.14 provides an overview of the projected primary energy pro-
duction (using the direct equivalent methodology, see Section 1.1.8) by 
source for the four selected scenarios for 2020, 2030 and 2050, and 
compares the numbers with different projected global primary energy 
demands. Bioenergy has the highest market share, on average, across 
all of the scenarios, followed by solar energy, though scenario-speciﬁ c 
"
SRREN_Full_Report-1.pdf,Figure 10.14 ,834,"Figure 10.14 | Global RE development projections by source and global renewable primary energy shares (direct equivalent) by source for a set of four illustrative scenarios. The total 
renewable energy deployment projected for 2050 is 117 EJ/yr (IEA-WEO2009-Baseline), 214 EJ /yr (ReMIND-RECIPE), 323 EJ/yr (MiniCAM-EMF22) and 314 EJ/yr (ER-2010) respec-
tively. Sources: IEA-WEO2009-Baseline (IEA, 2009; Teske et al., 2010), ReMIND-RECIPE (Luderer et al., 2009), MiniCAM-EMF22 (Calvin et al., 2009), ER-2010 (Teske et al., 2010).
"
SRREN_Full_Report-1.pdf,Figure 10.15 ,835,"Figure 10.15 | Illustrative RE electricity supply curves for China for the years 2030 and 2050. The curves report scenario results (level of deployment) and are not a reﬂ ection of 
RE technical potential.
"
SRREN_Full_Report-1.pdf,Figure 10.16 ,836,"Figure 10.16 | Illustrative RE electricity supply curves for India for the years 2030 and 2050. The curves report scenario results (level of deployment) and are not a reﬂ ection of RE 
technical potential.
"
SRREN_Full_Report-1.pdf,Figure 10.17 ,836,"Figure 10.17 | Illustrative RE electricity supply curves for OECD Europe for the years 2030 and 2050. The curves report scenario results (level of deployment) and are not a reﬂ ection 
of RE technical potential.
"
