image_id,source,caption,image_path
1138,WGIIAR5-PartA_FINAL.pdf,"Figure 7-2 | Summary of estimates of the impact of recent climate trends on yields for four major crops. Studies were taken from the peer-reviewed literature and used different
methods (i.e., physiological process-based crop models or statistical models), spatial scales (stations, provinces, countries, or global), and time periods (median length of 29
years). Some included effects of positive carbon dioxide (CO2) trends (Section 7.3.2.1.2) but most did not. (a) Number of estimates with different level of impact (% yield per
decade). (b) Boxplot of estimates separated by temperate vs. tropical regions, modeling approach (process-based vs. statistical), whether CO2 effects were included, and crop.
Boxplots indicate the median (vertical line), 25th to 75th percentiles (colored box), and 10th to 90th percentiles (white box) for estimated impacts in each category, and numbers
in parentheses indicate the number of estimates. Studies were for China (Tao et al., 2006, 2008a, 2012;Wang et al., 2008; You et al., 2009; Chen et al., 2010), India (Pathak et
al., 2003; Auffhammer et al., 2012), USA (Kucharik and Serbin, 2008), Mexico (Lobell et al., 2005), France (Brisson et al., 2010; Licker et al., 2013), Scotland (Gregory and
Marshall, 2012), Australia (Ludwig et al., 2009), Russia (Licker et al., 2013), and some studies for multiple countries or global aggregates (Lobell and Field, 2007;Welch et al.,
2010; Lobell et al., 2011a). Values from all studies were converted to percentage yield change per decade. Each study received equal weighting as insufficient information was
available to judge the uncertainties of each estimate.",./images/1138.png
1140,ar4_wg3_full_report-1.pdf,"Figure 3.5: Comparison of 153 SRES and pre-SRES baseline energy scenarios in 
the literature compared with the 133 more recent, post-SRES scenarios. The ranges 
are comparable, with small changes on the lower and upper boundaries. ",./images/1140.png
1143,WGI_TAR_full_report.pdf,"Figure 6.5: Reconstructions of total solar irradiance (TSI) by Lean et
al. (1995, solid red curve), Hoyt and Schatten (1993, data updated by
the authors to 1999, solid black curve), Solanki and Fligge (1998,
dotted blue curves), and Lockwood and Stamper (1999, heavy dash-
dot green curve); the grey curve shows group sunspot numbers (Hoyt
and Schatten, 1998) scaled to Nimbus-7 observations for 1979 to 1993.",./images/1143.png
1144,WGI_TAR_full_report.pdf,Figure 9.14: As for Figure 9.13b but results are relative to 1990 and shown for 1990 to 2100.,./images/1144.png
1145,SR15_Chapter_3_LR.pdf,"Figure 3.16 | (a) Fraction of global natural vegetation (including managed forests) at risk of severe ecosystem change as a function of global mean temperature change for 
all ecosystems, models, global climate change models and Representative Concentration Pathways (RCPs). The colours represent the different ecosystem models, which are also 
horizontally separated for clarity. Results are collated in unit-degree bins, where the temperature for a given year is the average over a 30-year window centred on that year. 
The boxes span the 25th and 75th percentiles across the entire ensemble. The short, horizontal stripes represent individual (annual) data points, the curves connect the mean 
value per ecosystem model in each bin. The solid (dashed) curves are for models with (without) dynamic vegetation composition changes. Source: (Warszawski et al., 2013) 
(b) Threshold level of global temperature anomaly above pre-industrial levels that leads to significant local changes in terrestrial ecosystems. Regions with severe (coloured) or 
moderate (greyish) ecosystem transformation; delineation refers to the 90 biogeographic regions. All values denote changes found in >50% of the simulations. Source: (Gerten 
et al., 2013). Regions coloured in dark red are projected to undergo severe transformation under a global warming of 1.5degC while those coloured in light red do so at 2degC; other 
colours are used when there is no severe transformation unless global warming exceeds 2degC.",./images/1145.png
1146,2007 The Physical Science Basis.pdf,"Figure 7.21. Global mean total anthropogenic aerosol effect (direct, semi-direct and indirect cloud albedo and lifetime effects) defi ned as the response in net radiation at TOA 
from pre-industrial times to the present day and its contribution over the NH and SH, over oceans and over land, and the ratio over oceans/land. Red bars refer to anthropogenic 
sulphate (Easter et al., 2004; Ming et al., 2005+), green bars refer to anthropogenic sulphate and black carbon (Kristjansson, 2002*,+), blue bars to anthropogenic sulphate and 
organic carbon (Quaas et al., 2004; Rotstayn and Liu, 2005+), cyan bars to anthropogenic sulphate and black and organic carbon (Menon and Del Genio, 2005; Takemura et al., 
2005; Johns et al., 2006; Storelvmo et al., 2006), dark purple bars to anthropogenic sulphate and black and organic carbon effects on water and ice clouds (Jacobson, 2006; 
Lohmann and Diehl, 2006), teal bars refer to a combination of GCM and satellite results (European Centre for Medium Range Weather Forecasts/Max-Planck Institute for Meteo-
rology Atmospheric GCM (ECHAM) plus Polarisation and Directionality of the Earth's Refl ectance (POLDER), Lohmann and Lesins, 2002; Laboratoire de Meteorologie Dynamique 
GCM (LMDZ)/ECHAM plus Moderate Resolution Imaging Spectroradiometer (MODIS), Quaas et al., 2006) and olive bars to the mean and standard deviation from all simulations. 
Vertical black lines for individual results refer to +-1 standard deviation in cases of multiple simulations and/or results.",./images/1146.png
1147,2007 The Physical Science Basis.pdf,"Figure 4.10. Time series of NH sea ice extent for March and September from the Hadley Centre Sea Ice and Sea 
Surface Temperature (HadISST) data set (the blue and red curves, updated from Rayner et al., 2003), the April Nordic 
Sea ice extent (the black curve, redrafted from Vinje, 2001) and the August ice extent anomaly (computed relative 
to the mean of the entire period) in the Russian Arctic seas - Kara, Laptev, East Siberian and Chukchi (dotted green 
curve, redrafted from Polyakov et al., 2003). For the NH time series, the symbols indicate yearly values while the 
curves show the decadal variation (see Appendix 3.A).",./images/1147.png
1148,2007 The Physical Science Basis.pdf,"Figure 10.18. Changes in extremes based on multi-model simulations from nine global coupled climate models, adapted from Tebaldi et al. (2006). (a) Globally averaged 
changes in precipitation intensity (defi ned as the annual total precipitation divided by the number of wet days) for a low (SRES B1), middle (SRES A1B) and high (SRES A2) 
scenario. (b) Changes in spatial patterns of simulated precipitation intensity between two 20-year means (2080-2099 minus 1980-1999) for the A1B scenario. (c) Globally aver-
aged changes in dry days (defi ned as the annual maximum number of consecutive dry days). (d) Changes in spatial patterns of simulated dry days between two 20-year means 
(2080-2099 minus 1980-1999) for the A1B scenario. Solid lines in (a) and (c) are the 10-year smoothed multi-model ensemble means; the envelope indicates the ensemble 
mean standard deviation. Stippling in (b) and (d) denotes areas where at least fi ve of the nine models concur in determining that the change is statistically signifi cant. Extreme 
indices are calculated only over land following Frich et al. (2002). Each model's time series was centred on its 1980 to 1999 average and normalised (rescaled) by its standard 
deviation computed (after de-trending) over the period 1960 to 2099. The models were then aggregated into an ensemble average, both at the global and at the grid-box level. 
Thus, changes are given in units of standard deviations.",./images/1148.png
1149,ABCE_Uganda_finalreport_Jan2015.pdf,"Figure 29 Observed and estimated additional 
visits that could be produced given observed 
facility resources, 2011",./images/1149.png
1152,WGI_TAR_full_report.pdf,"Figure 11.14: Frequency of extreme water level, expressed as return
period, from a storm surge model for present day conditions (control)
and the projected climate around 2100 for Immingham on the east
coast of England, showing changes resulting from mean sea level rise
and changes in meteorological forcing. The water level is relative to
the sum of present day mean sea level and the tide at the time of the
surge. (From Lowe et al., 2001.)",./images/1152.png
1153,2007 The Physical Science Basis.pdf,"Figure 3.12. Time series for 1900 to 2005 of annual global land precipitation 
anomalies (mm) from GHCN with respect to the 1981 to 2000 base period. The 
smooth curves show decadal variations (see Appendix 3.A) for the GHCN (Peterson 
and Vose, 1997), PREC/L (Chen et al., 2002), GPCP (Adler et al., 2003), GPCC (Rudolf 
et al., 1994) and CRU (Mitchell and Jones, 2005) data sets.",./images/1153.png
1154,ABCE_Kenya_finalreport_Jan2015.pdf,"Figure 10 Facility stocking of EML pharmaceuticals, by platform, 2012",./images/1154.png
1154,ABCE_Kenya_finalreport_Jan2015.pdf,"Figure 10 Facility stocking of EML pharmaceuticals, by platform, 2012",./images/1154.png
1157,Gavi-FCE_Mozambique-Country-Report_2017.pdf,"Figure 3: Routinization of MSD vaccine, 2016 ",./images/1157.png
1159,WGI_TAR_full_report.pdf,"Figure 2.29: El Niño-La Niña variations from 1876 to 2000 measured
by sea surface temperature in the region 5°N to 5°S, 150 to 90°W.
Reconstructions using pattern analysis methods from (a) red: UK Met
Office (UKMO) Hadley Centre sea ice and sea surface temperature
data set version 1 (Rayner et al., 2000); (b) black: from the Lamont-
Doherty Earth Observatory (LDEO) (Kaplan et al., 1998); (c) blue: the
National Centers for Environmental Prediction (NCEP) analysis
(Smith et al., 1998). 1876 is close to the earliest date for which reason-
ably reliable reconstructions can be made.",./images/1159.png
1160,WGI_TAR_full_report.pdf,"Figure 12.1: Global mean surface air temperature anomalies from 1,000-year control simulations with three different climate models,
HadCM2, GFDL R15 and ECHAM3/LSG (labelled HAM3L), compared to the recent instrumental record (Stouffer et al., 2000). No model
control simulation shows a trend in surface air temperature as large as the observed trend. If internal variability is correct in these models, the
recent warming is likely not due to variability produced within the climate system alone.",./images/1160.png
1160,WGI_TAR_full_report.pdf,"Figure 14: Global mean surface air temperature anomalies from 1,000
year control simulations with three different climate models, – Hadley,
Geophysical Fluid Dynamics Laboratory and Hamburg, compared to
the recent instrumental record. No model control simulation shows a
trend in surface air temperature as large as the observed trend. If
internal variability is correct in these models, the recent warming is
likely not due to variability produced within the climate system alone.
[Based on Figure 12.1]",./images/1160.png
1165,WGI_TAR_full_report.pdf,"Figure 12: Global mean CFC-11 (CFCl3) tropospheric abundance (ppt)
from 1950 to 1998 based on smoothed measurements and emission",./images/1165.png
1166,WGI_TAR_full_report.pdf,"Figure 13.6: Differences in simulated runoff (m3/s) based on a statisti-
cally downscaled climate scenario and a coarse resolution GCM
scenario (labelled Delta Change) for the Animas River Basin in
Colorado (modified from Hay et al., 1999). The downscaled range
(grey area) is based on twenty ensembles.",./images/1166.png
1170,WGI_TAR_full_report.pdf,"Figure 11.12: Global average sea level rise 1990 to 2100 for the SRES scenarios. Thermal expansion and land ice changes were calculated using a
simple climate model calibrated separately for each of seven AOGCMs, and contributions from changes in permafrost, the effect of sediment
deposition and the long-term adjustment of the ice sheets to past climate change were added. Each of the six lines appearing in the key is the
average of AOGCMs for one of the six illustrative scenarios. The region in dark shading shows the range of the average of AOGCMs for all 35
SRES scenarios. The region in light shading shows the range of all AOGCMs for all 35 scenarios. The region delimited by the outermost lines
shows the range of all AOGCMs and scenarios including uncertainty in land-ice changes, permafrost changes and sediment deposition. Note that
this range does not allow for uncertainty relating to ice-dynamical changes in the West Antarctic ice sheet. See 11.5.4.3 for a full discussion. The
bars show the range in 2100 of all AOGCMs for the six illustrative scenarios.",./images/1170.png
1172,WGIII_TAR_full_report.pdf,"Figure 3.5: World transportation energy use, 1973 and 1996.",./images/1172.png
1175,SR15_Chapter_1_HR.pdf,"Figure 1.4 | Different 1.5°C pathways1: Schematic illustration of the relationship between (a) global mean surface temperature (GMST) change; (b) annual rates of CO2
emissions, assuming constant fractional contribution of non-CO2 forcing to total human-induced warming; (c) total cumulative CO2
emissions (solid lines) and the fraction thereof remaining in the atmosphere (dashed lines; these also indicates changes in atmospheric CO2
concentrations); and (d) a time-integrated impact, such as sea level rise, that continues to increase even after GMST has stabilized. Colours indicate different 1.5°C pathways. Brown: GMST remaining below and stabilizing at 1.5°C in 2100; Green: a delayed start but faster emission reductions pathway with GMST remaining below and reaching 1.5°C earlier; Blue: a pathway temporarily exceeding 1.5°C, with temperaturesreduced to 1.5°C by net negative CO2 emissions after temperatures peak; and Yellow: a pathway peaking at 1.5°C and subsequently declining. Temperatures are anchored
to 1°C above pre-industrial in 2017; emissions–temperature relationships are computed using a simple climate model (Myhre et al., 2013; Millar et al., 2017a; Jenkins et al.,
2018) with a lower value of the Transient Climate Response (TCR) than used in the quantitative pathway assessments in Chapter 2 to illustrate qualitative differences between
pathways: this figure is not intended to provide quantitative information. The time-integrated impact is illustrated by the semi-empirical sea level rise model of Kopp et al. (2016).",./images/1175.png
1176,WGI_TAR_full_report.pdf,"Figure 11.11: Global average sea level rise 1990 to 2100 for the IS92a scenario, including the direct effect of sulphate aerosols. Thermal
expansion and land ice changes were calculated from AOGCM experiments, and contributions from changes in permafrost, the effect of
sediment deposition and the long-term adjustment of the ice sheets to past climate change were added. For the models that project the largest
(CGCM1) and the smallest (MRI2) sea level change, the shaded region shows the bounds of uncertainty associated with land ice changes,
permafrost changes and sediment deposition. Uncertainties are not shown for the other models, but can be found in Table 11.14. The outermost
limits of the shaded regions indicate our range of uncertainty in projecting sea level change for the IS92a scenario.",./images/1176.png
1177,WGI_TAR_full_report.pdf,"Figure 11.7: Time-series of relative sea level for the past 300 years from Northern Europe: Amsterdam, Netherlands; Brest, France; Sheerness,
UK; Stockholm, Sweden (detrended over the period 1774 to 1873 to remove to first order the contribution of postglacial rebound);
Swinoujscie, Poland (formerly Swinemunde, Germany); and Liverpool, UK. Data for the latter are of 'Adjusted Mean High Water' rather than
Mean Sea Level and include a nodal (18.6 year) term. The scale bar indicates +-100 mm. (Adapted from Woodworth, 1999a.)",./images/1177.png
1178,WGI_TAR_full_report.pdf,"Figure 2.28: Reconstructions since 1700 of proxy-based ENSO
indices. Shown are the Northern Hemisphere cold-season (Oct-Mar)
mean NINO 3 index of Mann et al. (2000a) and the Northern
Hemisphere winter SOI index of Stahle et al. (1998). The SOI series is
scaled to have the same standard deviation as the NINO 3 index, and is
reversed in sign to be positively correlated with the NINO 3 series. An
instrumental NINO 3 index from 1871 to 2000 is shown for compar-
ison (Rayner et al., 2000; see also Figure 2.29), with two standard
error limits (grey shaded) of the proxy NINO 3 reconstruction.",./images/1178.png
1183,ar4_wg3_full_report-1.pdf,"Figure 8.1. Per-capita area of arable land and pasture, in developed and develop-
ing countries.
Source: FAOSTAT, 2006.",./images/1183.png
1184,WGI_TAR_full_report.pdf,"Figure 3.3: Fossil fuel emissions and the rate of increase of CO2
concentration in the atmosphere. The annual atmospheric increase is
the measured increase during a calendar year. The monthly
atmospheric increases have been filtered to remove the seasonal cycle.
Vertical arrows denote El Nino events. A horizontal line defines the
extended El Nino of 1991 to 1994. Atmospheric data are from Keeling
and Whorf (2000), fossil fuel emissions data are from Marland et al.
(2000) and British Petroleum (2000), see explanations in text.",./images/1184.png
1186,WGI_TAR_full_report.pdf,"Figure 5.13: Anthropogenic aerosol emissions projected for the SRES scenarios (Nakicenovic et al., 2000).",./images/1186.png
1187,ar4_wg3_full_report-1.pdf,"Figure 5.14: Two possible scenarios for GHG reductions in Light-duty vehicles
Source: IEA, 2004b.",./images/1187.png
1188,SR15_Chapter_2_LR.pdf,"Figure 2.8 | Estimated aggregated effective radiative forcing of SLCFs for 1.5°C and 2°C pathway classes in 2010, 2020, 2030, 2050, and 2100,
as estimated by the FAIR model (Smith et al., 2018). Aggregated short-lived climate forcer (SLCF) radiative forcing is estimated as the difference between total
anthropogenic radiative forcing and the sum of CO2 and N2O radiative forcing over time, and is expressed relative to 1750. Symbols indicate the four pathways archetypes
used in this chapter. Horizontal black lines indicate the median, boxes the interquartile range, and whiskers the minimum–maximum range per pathway class. Because very few
pathways fall into the Below-1.5°C class, only the minimum–maximum is provided here.",./images/1188.png
1192,WGI_TAR_full_report.pdf,"Figure 10.17: Similarity of time mean precipitation distributions
obtained in a continuous RCM simulation and through statistical-
dynamical downscaling (SDD) for different levels of disaggregation.
Black line: mean absolute error (mm/day), grey line: spatial correlation
coefficient. Horizontal axis: computational load of SDD. N is the
number of days simulated in SDD, N the number of days simulated
with the continuous RCM simulation.",./images/1192.png
1196,ar4_wg3_full_report-1.pdf,"Figure 11.1: Energy-related CO2-only emissions per world region for the 
year 2030 in the World Energy Outlook, and in the SRES B2 and A1B scenarios ",./images/1196.png
1197,PolicyReport_Namibia_2016.pdf,figure 3 numbers of new cases of hivaids for males and females namibia 19902013 shaded areas indicate the uncertainty interval around each estimate,./images/1197.png
1199,2007 The Physical Science Basis.pdf,"Figure 10.13. Multi-model simulated anomalies in sea ice extent for the 20th century (20c3m) and 21st century using the SRES A2, A1B and B1 as well as the commitment 
scenario for (a) Northern Hemisphere January to March (JFM), (b) Northern Hemisphere July to September (JAS). Panels (c) and (d) are as for (a) and (b) but for the Southern 
Hemisphere. The solid lines show the multi-model mean, shaded areas denote +-1 standard deviation. Sea ice extent is defi ned as the total area where sea ice concentration 
exceeds 15%. Anomalies are relative to the period 1980 to 2000. The number of models is given in the legend and is different for each scenario.",./images/1199.png
1200,SRREN_Full_Report-1.pdf,"Figure 3.6 | Historical trends in cumulative installed PV power of off-grid and grid-
connected systems in the OECD countries (IEA, 2010e). Vertical axis is in peak megawatts.",./images/1200.png
1202,SRREN_Full_Report-1.pdf,"Figure 7.25 | Wind electricity share in total global electricity supply in long-term sce-
narios (median, 25th to 75th percentile range, and full range of scenario results; colour 
coding is based on categories of atmospheric CO2 concentration level in 2100; the specifi c 
number of scenarios underlying the fi gure is indicated in the right upper corner) (adapted 
from Krey and Clarke, 2011; see also Chapter 10).",./images/1202.png
1204,WGI_TAR_full_report.pdf,"Fig 2.15: Time-series of annual and seasonal sea-ice extent in the
Northern Hemisphere, 1901 to 1999, (Annual values from Vinnikov et
al., 1999b; seasonal values updated from Chapman and Walsh, 1993.)",./images/1204.png
1205,WGI_TAR_full_report.pdf,"Figure 9.6: (a) The time evolution of the globally averaged temperature change relative to the years (1961 to 1990) of the SRES simulations A2
(top) and B2 (bottom) (Unit: degC). See Table 9.1 for more information on the individual models used here. (b) The time evolution of the globally
averaged precipitation change relative to the years (1961 to 1990) of the SRES simulations A2 (top) and B2 (bottom) (Unit: %). See Table 9.1 for
more information on the individual models used here.",./images/1205.png
1206,SRREN_Full_Report-1.pdf,"Figure 2.11 | Lifecycle GHG emissions of biopower technologies per unit of electricity generation, including supply chain emissions (land use-related net changes in carbon stocks 
and land management impacts are excluded). Co-fi ring is shown for the biomass portion only (without GHG emissions and electricity output associated with coal). Included in the 
avoided GHG emissions category are only estimates in which the use of the feedstock itself (e.g. residues and wastes) leads to avoided emissions, for example, in the form of avoided 
methane emissions from landfi lls (most common in the literature).1 Estimates that include avoided emissions from the production of co-products are not included in the avoided 
GHG emissions category. Individual data points were used instead of box plots for estimates with avoided emissions because of high variability. Red diamonds indicate that a carbon 
mitigation technology (CCS or carbonate formation by absorption) was considered. Along the bottom of the fi gure and aligned with each column are the number of estimates and the 
number of references (CCS estimates in parentheses) producing the distributions.",./images/1206.png
1207,SRREN_Full_Report-1.pdf,"Figure 4.7 | Historic and current investment costs for typical turnkey (installed) geother-
mal-electric projects (rounded values taken from Kutscher, 2000; Owens, 2002; Stefansson, 
2002; Hance, 2005; GTP, 2008; Cross and Freeman, 2009; Bromley et al., 2010; Hjartarson 
and Einarsson, 2010). ",./images/1207.png
1208,WGII_TAR_full_report-2.pdf,"Figure 15-8: Reductions in claims payable, by size of loss. Ability of U.S. property-casualty insurance sector, as a whole, to
pay claims over a wide range of losses. The chart shows four views, encompassing changes in capacity between 1991 and 1997
and whether companies have access to resources of groups that own them. Groups are not obligated to pay losses experienced
by individual member firms but retain the option to do so. Together, these four scenarios represent a range of ability to pay
losses. For example, for a US$155 billion loss year--a recent estimate of probable maximum loss (PML) (GAO, 2000) could
be several events combined, including weather- and nonweather-related ones--65 to 90% of claims would be paid (adapted
from Cummins et al., 1999). PML benchmarks are from GAO (2000).",./images/1208.png
1209,PolicyReport_Namibia_2016.pdf,figure 10 agestandardized injury deaths per 100000 for males and females namibia and countries in southern subsaharan africa 2013,./images/1209.png
1213,ABCE_Zambia_finalreport_Jan2015.pdf,"Figure 2 Counties and facilities sampled for the 
ABCE project in Kenya",./images/1213.png
1213,ABCE_Zambia_finalreport_Jan2015.pdf,"Figure 10 Facility stocking of EML pharmaceuticals, by platform, 2012",./images/1213.png
1214,Fourth National Climate Assessment  Volume I.pdf,"Figure 12.5: (a) Tidal floods (days per year) exceeding NOAA thresholds for minor impacts at 28 NOAA tide gauges 
through 2015. (b) Historical exceedances (orange), future projections through 2100 based upon the continuation of the 
historical trend (blue), and future projections under median RCP2.6, 4.5 and 8.5 conditions, for two of the locations--
Charleston, SC and San Francisco, CA. (c) Water level heights above average highest tide associated with a local 
5-year recurrence probability, and (d) the future decade when the 5-year event becomes a 0.2-year (5 or more times per 
year) event under the Interagency Intermediate scenario; black dots imply that a 5-year to 0.2-year frequency change 
does not unfold by 2200 under the Intermediate scenario. (Figure source: (a) adapted from Sweet and Marra 2016,165 
(b) adapted from Sweet and Park 2014,105 (c) and (d) Sweet et al. 201771).",./images/1214.png
1215,SYR_AR5_FINAL_full.pdf,"Figure 4.4 | Change in annual investment flows from the average baseline level over the next two decades (2010 to 2029) for mitigation scenarios that stabilize concentrations 
(without overshoot) within the range of approximately 430 to 530 ppm CO2-eq by 2100. Total electricity generation (leftmost column) is the sum of renewable and nuclear energy, 
power plants with CCS, and fossil-fuel power plants without CCS. The vertical bars indicate the range between the minimum and maximum estimate; the horizontal bar indicates 
the median. The numbers in the bottom row show the total number of studies in the literature used in the assessment. Individual technologies shown are found to be used in dif-
ferent model scenarios in either a complementary or a synergistic way, depending largely on technology-specific assumptions and the timing and ambition level of the phase-in of 
global climate policies. {WGIII Figure SPM.9}",./images/1215.png
1217,WGI_TAR_full_report.pdf,"Figure 2.30: December to March North Atlantic Oscillation (NAO)
indices, 1864 to 2000, and Arctic Oscillation (AO) indices, 1900 to
2000, updated from Hurrell (1995) and updated from Thompson and
Wallace (2000) and Thompson et al. (2000b), respectively. The indices
were normalised using the means and standard deviations from their
common period, 1900 to 2000, smoothed twice using a 21-point
binomial filter where indicated and then plotted according to the years
of their Januarys.",./images/1217.png
1220,2007 The Physical Science Basis.pdf,"Figure 1.3. Published records of surface temperature change over large regions. Koppen (1881) tropics 
and temperate latitudes using land air temperature. Callendar (1938) global using land stations. Willett 
(1950) global using land stations. Callendar (1961) 60degN to 60degS using land stations. Mitchell (1963) global 
using land stations. Budyko (1969) Northern Hemisphere using land stations and ship reports. Jones et al. 
(1986a,b) global using land stations. Hansen and Lebedeff (1987) global using land stations. Brohan et al. 
(2006) global using land air temperature and sea surface temperature data is the longest of the currently 
updated global temperature time series (Section 3.2). All time series were smoothed using a 13-point fi lter. 
The Brohan et al. (2006) time series are anomalies from the 1961 to 1990 mean (degC). Each of the other time 
series was originally presented as anomalies from the mean temperature of a specifi c and differing base 
period. To make them comparable, the other time series have been adjusted to have the mean of their last 
30 years identical to that same period in the Brohan et al. (2006) anomaly time series.",./images/1220.png
1222,ABCE_Kenya_finalreport_Jan2015.pdf,"Figure 27 Range and composition of average 
output production across platforms, 2011",./images/1222.png
1223,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 8.6 Global cumulative CO2 storage (2000-2100) in the IPCC TAR mitigation scenarios for the six SRES scenario groups and CO2 stabilization levels 
between 450 and 750 ppmv. Values refer to averages across scenario results from different modelling teams. The contribution of CCS increases with the stringency 
of the stabilization target and differs considerably across the SRES scenario groups.",./images/1223.png
1225,CARBON DIOXIDE CAPTURE AND STORAGE.pdf,"Figure 5.24 The produced water chemistry before CO2 injection and the produced water chemistry after 12 months and 31 months of injection 
at Weyburn has been contoured from fluid samples taken at various production wells. The black dots show the location of the sample wells: 
(a) d13CHCO3 in the produced water, showing the effect of supercritical CO2 dissolution and mineral reaction. (b) Calcium concentrations in the 
produced water, showing the result of mineral dissolution (after Perkins et al., 2005).",./images/1225.png
1227,Research for Universal Health Coverage 2013.pdf,fig 45 proportion of 40 lowincome countries implementing five interventions over periods of up to 27 years since regulatory approval,./images/1227.png
1228,ar4_wg3_full_report-1.pdf,"Figure 3.13: NOx emission scenarios. 
Notes: Thick coloured lines depict the four SRES marker scenarios and the 
black dashed lines show the median, 5th and 95th percentile of the frequency 
distribution for the full ensemble of all 40 SRES scenarios. The blue area illus-
trates the range of the recent Smith (2005) projections.",./images/1228.png
1229,Climate Change 2001 Synthesis Report.pdf,"Figure 2-5: A limited number of sites in Europe have nearly continuous records of sea level spanning 300
years and show the greatest rise in sea level over the 20th century. Records shown from Amsterdam, The
Netherlands, Brest, France, and Swinoujscie, Poland, as well as other sites, confirm the accelerated rise in sea level over the 20th century as
compared to the 19th.",./images/1229.png
1231,WGI_TAR_full_report.pdf,"Figure 9: Global, annual-mean radiative forcings (Wm−2) due to a number of agents for the period from pre-industrial (1750) to present (late 1990s;
about 2000) (numerical values are also listed in Table 6.11 of Chapter 6). For detailed explanations, see Chapter 6.13. The height of the rectangular
bar denotes a central or best estimate value, while its absence denotes no best estimate is possible. The vertical line about the rectangular bar with “x”
delimiters indicates an estimate of the uncertainty range, for the most part guided by the spread in the published values of the forcing. A vertical line
without a rectangular bar and with “o” delimiters denotes a forcing for which no central estimate can be given owing to large uncertainties. The
uncertainty range specified here has no statistical basis and therefore differs from the use of the term elsewhere in this document. A “level of scientific
understanding” index is accorded to each forcing, with high, medium, low and very low levels, respectively. This represents the subjective judgement
about the reliability of the forcing estimate, involving factors such as the assumptions necessary to evaluate the forcing, the degree of knowledge of
the physical/chemical mechanisms determining the forcing, and the uncertainties surrounding the quantitative estimate of the forcing (see Table 6.12).
The well-mixed greenhouse gases are grouped together into a single rectangular bar with the individual mean contributions due to CO2, CH4, N2O and
halocarbons shown (see Tables 6.1 and 6.11). Fossil fuel burning is separated into the “black carbon” and “organic carbon” components with its
separate best estimate and range. The sign of the effects due to mineral dust is itself an uncertainty. The indirect forcing due to tropospheric aerosols
is poorly understood. The same is true for the forcing due to aviation via its effects on contrails and cirrus clouds. Only the “first” type of indirect effect
due to aerosols as applicable in the context of liquid clouds is considered here. The “second” type of effect is conceptually important, but there exists
very little confidence in the simulated quantitative estimates. The forcing associated with stratospheric aerosols from volcanic eruptions is highly
variable over the period and is not considered for this plot (however, see Figure 6.8). All the forcings shown have distinct spatial and seasonal features
(Figure 6.7) such that the global, annual means appearing on this plot do not yield a complete picture of the radiative perturbation. They are only
intended to give, in a relative sense, a first-order perspective on a global, annual mean scale and cannot be readily employed to obtain the climate
response to the total natural and/or anthropogenic forcings. As in the SAR, it is emphasised that the positive and negative global mean forcings cannot
be added up and viewed a priori as providing offsets in terms of the complete global climate impact. [Based on Figure 6.6]",./images/1231.png
1232,WGI_TAR_full_report.pdf,"Figure 3.10: Projections of anthropogenic CO2 uptake by process-based models. Six dynamic global vegetation models were run with IS92a CO2
concentrations as given in the SAR: (a) CO2 only, and (b) with these CO2 concentrations plus simulated climate changes obtained from the Hadley
Centre climate model with CO2 and sulphate aerosol forcing from IS92a (Cramer et al., 2000). Panel (b) also shows the envelope of the results from
panel (a) (in grey). (c) Ten process-based ocean carbon models were run with the same CO2 concentrations, assuming a constant climate (Orr and
Dutay, 1999; Orr et al., 2000). A further six models were used to estimate the climate change impact on ocean CO2 uptake as a proportional change
from the CO2-only case. The resulting changes were imposed on the mean trajectory of the simulations shown in panel (c), shown by the black line
in panel (d), yielding the remaining trajectories in panel (d). The range of model results in panel (d) thus represents only the climate change impact
on CO2 uptake; the range does not include the range of representations of ocean physical transport, which is depicted in panel (c).",./images/1232.png
1233,SYR_AR5_FINAL_full.pdf,"Figure 2.3 | Global mean surface temperature increase as a function of cumulative total global carbon dioxide (CO2) emissions from various lines of evidence. Multi-model results 
from a hierarchy of climate carbon-cycle models for each Representative Concentration Pathway (RCP) until 2100 are shown (coloured lines). Model results over the historical period 
(1860 to 2010) are indicated in black. The coloured plume illustrates the multi-model spread over the four RCP scenarios and fades with the decreasing number of available models 
in RCP8.5. Dots indicate decadal averages, with selected decades labelled. Ellipses show total anthropogenic warming in 2100 versus cumulative CO2 emissions from 1870 to 2100 
from a simple climate model (median climate response) under the scenario categories used in WGIII. Temperature values are always given relative to the 1861-1880 period, and 
emissions are cumulative since 1870. Black filled ellipse shows observed emissions to 2005 and observed temperatures in the decade 2000-2009 with associated uncertainties. 
{WGI SPM E.8, TS TFE.8, Figure 1, TS.SM.10, 12.5.4, Figure 12.45, WGIII Table SPM.1, Table 6.3}",./images/1233.png
1236,ar4_wg3_full_report-1.pdf,"Figure 9.14: Annual economic mitigation potential in the forestry sector by world 
region and cost class in 2030. ",./images/1236.png
1237,WGIII_TAR_full_report.pdf,Figure 3.10: Passenger car fuel economy cost curves.,./images/1237.png
