reason_id,image_id,rating,reason,chart,caption,both
411,242,3,More details are required to know about the takeaway for the chart,More details are required to know about the takeaway for the chart,,
412,909,1,"Caption is too long, multiple bars and categories make it confusing to understand what the main takeaways are.  Although, the chart is labeled the layout is dense. ","multiple bars and categories make it confusing to understand what the main takeaways are Although, the chart is labeled the layout is dense",Caption is too long,
413,909,4,"The graph is well made, but the caption can be more straight to the point. ","The graph is well made,",the caption can be more straight to the point,
414,909,3,"The caption does not fully interpret the trends in the chart, though it explains about the labels and wordings used and their relations, there is no clear explanation provided",,"The caption does not fully interpret the trends in the chart, though it explains about the labels and wordings used and their relations, there is no clear explanation provided",
415,950,1,"Too many graphs, graph is blurry, low resolution. Multiple bar plots and scenarios add to the complexity.","Too many graphs, graph is blurry, low resolution Multiple bar plots scenarios add to the complexity",,
416,950,1,"The caption is good, but the graphs are very hard to read, especially the smaller ones. ","the graphs are very hard to read, especially the smaller ones","The caption is good,",
417,950,3,Difficult to read labels in chart,Difficult to read labels in chart,,
418,1068,1,"Too much information is provided in the chart, even though there is a legend, multiple data points and symbols make it difficult to interpret.","Too much information is provided in the chart, even though there is a legend, multiple data points symbols make it difficult to interpret",,
419,1068,1,"The caption doesn't explain the trend, and the graph is very hard to read with the many labels intersecting each other. Even the graph key is hard to read. ",the graph is very hard to read with the many labels intersecting each other Even the graph key is hard to read,"The caption doesn't explain the trend,",
420,1068,1,Many labels confusing,Many labels confusing,,
421,1087,1,"While the caption explains the context, the graph itself is very complex with multiple overlapping lines representing different time periods. The error bars also makes it more difficult to grasp the main takeaway.",The graph itself is very complex with multiple overlapping lines representing different time periods. The error bars also makes it more difficult to grasp the main takeaway,While the caption explains the context,
422,1087,4,"The trend is visible on the graph, but its a little hard to to tell the numbers corresponding to the labels. ","The trend is visible on the graph, its a little hard to to tell the numbers corresponding to the labels",,
423,1087,1,"The caption tells about annual average of the global mean sea level, but in the chart all the months inside an year is mentioned",,caption is not in sync with the chart,
424,1146,1,"This visualization consists of 6 bar graphs, broken down into different regions and aerosols. The caption is detailed however the overall layout is cluttered with many bars, colors codes and error bars. The dense information make it difficult to quickly understand takeaway. ","This visualization consists of 6 bar graphs, broken down into different regions aerosols error bars. However the overall layout is cluttered with many bars, colors codes and error bars. The dense information make it difficult to quickly understand takeaway",The caption is detailed,
425,1146,4,"Both are pretty easy to understand, but the graphs could be bigger. ",the graphs could be bigger,,"Both are pretty easy to understand,"
426,1146,4,Easy to understand,Easy to understand,,
427,1177,1,The graph includes multiple lines representing the different region but the scale bar and the lines all over the graph makes it hard to understand the visualization.,The graph includes multiple lines representing the different region the scale bar the lines all over the graph makes it hard to understand the visualization,,
428,1177,1,"The caption can better describe the context, and the graph arrangement is hard to read, and it has no structure.","the graph arrangement is hard to read, it has no structure","The caption can better describe the context,",
429,1177,2,"The caption does not state any trends in the chart, and no clear takeaways",,"The caption does not state any trends in the chart, and no clear takeaways",
430,1178,1,"While the caption provides detailed context, the graph has too many lines that overlap which makes it difficult to graph the main trends. ",the graph has too many lines that overlap which makes it difficult to graph the main trends,While the caption provides detailed context,
431,1178,2,"The caption can better explain the trend, and the graph lines are hard to read, especially since the blue and green intersect a lot. ","the graph lines are hard to read, especially since the blue green intersect a lot","The caption can better explain the trend,",
432,1178,3,"The caption explained the elements used inside the chart like the process of calculations, but takeaway are not clearly mentioned",,"The caption explained the elements used inside the chart like the process of calculations, but takeaway are not clearly mentioned",
433,1192,1,"While the caption provides details context, the graph includes multiple lines and double axes and complex data sources make it very confusing. ",the graph includes multiple lines and double axes and complex data sources make it very confusing,While the caption provides details context,
434,1192,5,Both are easy to interpret.,,,Both are easy to interpret
435,1192,3,"The caption mentioned about the terms in graph like N, N bar but the obvious trend is not explained",,"The caption mentioned about the terms in graph like N, N bar but the obvious trend is not explained",
436,1205,1,"The chart includes multiple overlapping lines representing different regions and uses both double x-axis and y-axis scales, adding to the complexity. The 4 charts make it hard to understanding the main trends. While the caption provides detailed context about the different location and data sources, but the overall layout makes it very confusing to interpret the main takeaway.","The chart includes multiple overlapping lines representing different regions uses both double x-axis y-axis scales, adding to the complexity The 4 charts make it hard to understanding the main trends data sources, the overall layout makes it very confusing to interpret the main takeaway",While the caption provides detailed context about the different location,
437,1205,2,"The caption is okay, but the graph is very hard to read with the lines intersecting that much. ",the graph is very hard to read with the lines intersecting that much,"The caption is okay,",
438,1205,3,"The caption provide some trends in the charts, but often refers to other charts or tables for more information",,"The caption provide some trends in the charts, but often refers to other charts or tables for more information",
439,1232,1,"There are 4 different panels with different scenarios and models, which adds complexity. Each panel contains multiple lines representing different models and further makes it complex. While the caption provides context, it is too long to read. ","There are 4 different panels with different scenarios models, which adds complexity. Each panel contains multiple lines representing different models further makes it complex","While the caption provides context, it is too long to read",
440,1232,1,"The caption is good, but the graphs are very hard to read with the intersecting labels, especially the bottom two. ","the graphs are very hard to read with the intersecting labels, especially the bottom two","The caption is good,",
441,1232,5,clear takeaway,,,clear takeaway
442,1246,1,Multiple categories and visual elements with various lines makes it confusing. This visualization requires a lot of effort to interpret the main takeaway.,Multiple categories visual elements with various lines makes it confusing This visualization requires a lot of effort to interpret the main takeaway,,
443,1246,1,"The caption can better explain the trend, and the graph structure is very hard to understand.",the graph structure is very hard to understand,"The caption can better explain the trend,",
444,1246,2,"The caption does not state any trends in the chart, and no clear takeaways",,"The caption does not state any trends in the chart,",no clear takeaways
445,1294,1,"The caption is too long, and the graph has multiple elements that represent with vertical bars with various colors lines and symbols, making it hard to read. The caption is too detailed, but it takes time to interpret the information. Furthermore, the compares multiple models which requires careful interpretation. ","the graph has multiple elements that represent with vertical bars with various colors lines symbols, making it hard to read it takes time to interpret the information Furthermore, the compares multiple models which requires careful interpretation","The caption is too long, The caption is too detailed,",
446,1294,1,"The caption can explain the trend better, and the graph is very hard to read with all the different symbols and lines close together.",the graph is very hard to read with all the different symbols lines close together,"The caption can explain the trend better,",
447,1294,4,Easy to compare categories,Easy to compare categories,,
448,1326,1,"Too much information is provided in 1 graph. If possible, it would be helpful to see 4 different graphs to help understand the information better. The image is very blurry so it's hard to read .","Too much information is provided in 1 graph If possible, it would be helpful to see 4 different graphs to help understand the information better The image is very blurry so it's hard to read",,
449,1326,1,"The caption is good, but the graphs are completely unreadable. None of the labels and points can be seen clearly.",the graphs are completely unreadable None of the labels points can be seen clearly,"The caption is good,",
450,1326,2,Difficult to read labels in the chart,Difficult to read labels in the chart,,
451,1576,1,"I cannot see the symbols as it is overlapped and are also cluttered. The chart has 4 graphs with different information presented in each, making it difficult to interpret them easily. The multiple components make it difficult to find it's distinctions between the time and reconstructions. ","I cannot see the symbols as it is overlapped are also cluttered The chart has 4 graphs with different information presented in each, making it difficult to interpret them easily The multiple components make it difficult to find it's distinctions between the time reconstructions",,
452,1576,1,"The caption can be more straight-forward, and the graphs are unreadable with all the symbols and colors intersecting. ",the graphs are unreadable with all the symbols colors intersecting,"The caption can be more straight-forward,",
453,1576,2,Caption have too many citations lost while reading caption and also many visual elements present,many visual elements present,Caption have too many citations lost reading caption,
454,1751,1,There are different colored triangles shown in one of the graphs is confusing. Making a comparison between the two graphs is confusing.  Multiple elements and detailed context make it confusing to understand.,There are different colored triangles shown in one of the graphs is confusing Making a comparison between the two graphs is confusing Multiple elements,detailed context make it confusing to understand,
455,1751,4,"The caption is good, but the graph points/lines are hard to differentiate.",the graph points/lines are hard to differentiate,"The caption is good,",
456,1751,2,The labels are not clearly mentioned in charts,The labels are not clearly mentioned in charts,,
457,1821,1,"There are multiple panels in this visualization, it is hard to tell what each colors mean. Too much information to process so cannot find a main clear takeaway.","There are multiple panels in this visualization, it is hard to tell what each colors mean Too much information to process so cannot find a main clear takeaway",,
458,1821,2,"The caption can be improved to explain the context and trend better, and the various graph symbols and colors are hard to interpret, especially since they are small and clustered.","the various graph symbols and colors are hard to interpret, especially since they are small and clustered.",The caption can be improved to explain the context and trend better,
459,1821,4,"The inclusion of reference line increases the interpretation. However, the chart uses several technical terms and may require extra effort to understand, and it does not provide clear takeaway","The inclusion of reference line increases the interpretation However, the chart uses several technical terms may require extra effort to understand",,No clear takeaway
460,1946,1,"There are multiple lines that overlap, and there are variations of lines (dashed, dotted, straight) which is difficult to see. The caption is long and although it is informative, it can be confusing to understand. Trying to get a main takeaway can be hard. ","There are multiple lines that overlap, there are variations of lines (dashed, dotted, straight) which is difficult to see  Trying to get a main takeaway can be hard","The caption is long and although it is informative, it can be confusing to understand",
461,1946,4,"The caption is good, but the graph lines are very clustered and hard to read.",the graph lines are very clustered hard to read,"The caption is good,",
462,1946,3,"The chart is visually dense, with overlapping lines and there are many abbreviations. The caption is comprehensive and provides detailed methodology, but it is lengthy and does not summarize key takeaway","The chart is visually dense, with overlapping lines there are many abbreviations ","The caption is comprehensive and provides detailed methodology, but it is lengthy and does not summarize key takeaway",
463,1953,1,"The various data points for different models and the alternate observational datasets adds to the complexity of chart. While the caption is concise and informative, understanding the data points and different variables can be overwhelming. ",The various data points for different models the alternate observational datasets adds to the complexity of chart,"While the caption is concise and informative, understanding the data points and different variables can be overwhelming. ",
464,1953,4,"The caption is okay, but the graph points are hard to read.",the graph points are hard to read,"The caption is okay,",
465,1953,2,"The chart is visually cluttered, with overlapping points and numbers. The radial axis does require some more indepth understanding. And caption is lengthy and does not summarize takeaway","The chart is visually cluttered, with overlapping points numbers The radial axis does require some more indepth understanding ",caption is lengthy and does not summarize takeaway,
466,1963,1,"There are six scatter plots divided into two panels, showing different relationships between observed vs model values. This adds complexity to the chart, making it difficult to interpret the data. The chart also uses dashed lines which make it hard to understand what the main takeaway is.","There are six scatter plots divided into two panels, showing different relationships between observed vs model values This adds complexity to the chart, making it difficult to interpret the data The chart also uses dashed lines which make it hard to understand what the main takeaway is",,
467,1963,4,"The caption is good, but the graph should also have a key for the different lines.",the graph should also have a key for the different lines,"The caption is good,",
468,1963,3,The chart is visually dense and also there is some logarithamic axis which is getting covered by data points. Caption does not summarize takeaway clearly.,The chart is visually dense also there is some logarithamic axis which is getting covered by data points,Caption does not summarize takeaway clearly,
469,2007,1,Too many pixelated colors on each panel makes it very difficult to understand the main takeaway. It is also somewhat blurry.,Too many pixelated colors on each panel makes it very difficult to understand the main takeaway It is also somewhat blurry,,
470,2007,5,Both are pretty understandable.,,,Both are pretty understandable
471,2007,2,"The range in the color scale are different, which is confusing when looking together","The range in the color scale are different, which is confusing when looking together",,
472,2008,1,"The chart contains a lot of information in one visualization, which can be overwhelming. The color scale also makes it difficult to quickly graph the importance of variations shown in the charts. ","The chart contains a lot of information in one visualization, which can be overwhelming The color scale also makes it difficult to quickly graph the importance of variations shown in the charts",,
473,2008,4,"The data on the graph is overlaps a lot, so it is a little hard to read, and the caption is good.","The data on the graph is overlaps a lot, so it is a little hard to read,",the caption is good,
474,2008,5,Caption summarize trends in charts,,Caption summarize trends in charts,
475,2052,1,"The chart is very blurry, and it is hard to interpret anything
","The chart is very blurry, it is hard to interpret anything",,
476,2052,1,"The caption doesn't explain the context or trend. The graph is very blurry, the data overlaps a lot, and the entire graph is very hard to read.","The graph is very blurry, the data overlaps a lot, the entire graph is very hard to read",The caption doesn't explain the context or trend,
477,2052,2,labels are not clear,labels are not clear,,
478,2074,2,"multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read. Individual components of the chart are easy to read. A lot of information is encoded in the chart making it overwhelming to look at. Caption does not give the necessary context. Takeaway message is not clearly mentioned in the caption.","multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read Individual components of the chart are easy to read A lot of information is encoded in the chart making it overwhelming to look at",Caption does not give the necessary context Takeaway message is not clearly mentioned in the caption,
479,2074,3,"multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read. Individual components of the chart are easy to read. A lot of information is encoded in the chart making it overwhelming to look at. Caption does not give the necessary context. Takeaway message is not clearly mentioned in the caption.","multiple panels would have made it easier to read the chart, stacking charts with different labels for y-axis makes it difficult to read Individual components of the chart are easy to read A lot of information is encoded in the chart making it overwhelming to look at",Caption does not give the necessary context Takeaway message is not clearly mentioned in the caption,
480,2074,1,addition to my previous comment they is no clear takeaway message,label is not clear,,no clear takeaway message
481,2103,2,"chart shows different attributes in a shared y-axis. Chart would be easire to read if it was divided into multiple panels. Legend required to understand chart components in not available in the chart. Use of dual axis makes it more confusing to read the charts. The caption does not clarify what chart components represent. Caption does not clearly state the takeaway message, does not expalin the observed pattern. definition of shaded region in the caption helps understand the chart but does not give a clear idea of the intent.",chart shows different attributes in a shared y-axis Chart would be easire to read if it was divided into multiple panels Legend required to understand chart components in not available in the chart Use of dual axis makes it more confusing to read the charts does not give a clear idea of the intent,"Caption does not clearly state the takeaway message, does not expalin the observed pattern The caption does not clarify what chart components represent definition of shaded region in the caption helps understand the chart",
482,2103,1,"chart shows different attributes in a shared y-axis. Chart would be easire to read if it was divided into multiple panels. Legend required to understand chart components in not available in the chart. Use of dual axis makes it more confusing to read the charts. The caption does not clarify what chart components represent. Caption does not clearly state the takeaway message, does not expalin the observed pattern. definition of shaded region in the caption helps understand the chart but does not give a clear idea of the intent.",chart shows different attributes in a shared y-axis. Chart would be easire to read if it was divided into multiple panels. Legend required to understand chart components in not available in the chart. Use of dual axis makes it more confusing to read the charts.,"The caption does not clarify what chart components represent. Caption does not clearly state the takeaway message, does not expalin the observed pattern. definition of shaded region in the caption helps understand the chart but does not give a clear idea of the intent.",
483,2103,1,"addition to my previous response, the left part gives the difference from the years, but not clear about the representation on the right side","addition to my previous response, the left part gives the difference from the years, not clear about the representation on the right side",,
484,2138,2,Caption mentions source of the but is not a valuable information. Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows.,Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows,Caption mentions source of the is not a valuable information,
485,2138,2,Caption mentions source of the but is not a valuable information. Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows.,Use of different encoding techniques to represent data in the chart makes it difficult to understand what each point shows.,Caption mentions source of the but is not a valuable information.,
486,2138,3,There is no takeaway message mentioned in the caption or can be interpreted from the chart on which category is more suitable and stable.,low level interpretation can be made from the chart but takeaway message is unclear,caption does not mention clear takeaway message,
487,2141,3,"clutter in the chart is overwhelming. Shared axis show use the same scale and unit making it easy to read the chart. since color and spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided. Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable.","clutter in the chart is overwhelming Shared axis show use the same scale unit making it easy to read the chart since color spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided ",Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable,
488,2141,4,"clutter in the chart is overwhelming. Shared axis show use the same scale and unit making it easy to read the chart. since color and spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided. Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable.","clutter in the chart is overwhelming. Shared axis show use the same scale and unit making it easy to read the chart. since color and spatial regions are used to encode an attribute, it is easy to read the chart even if a legend for color usage is not provided.",Caption clearly states the takeaway message and summarizes the observed patterns in the graph making it highly interpretable.,
489,2141,2,"Though the caption does mention some trends, but there are no clear comparison or takeaway message which can be drawn from chart and caption",,"Though the caption does mention some trends, but there are no clear comparison or takeaway message which can be drawn from caption",
490,2348,3,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart. Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message. The chart uses inconsistent y-axis so the observed increase rate is not reliable. ","Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message The chart uses inconsistent y-axis so the observed increase rate is not reliable",,caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart
491,2348,2,"caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart. Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message. The chart uses inconsistent y-axis so the observed increase rate is not reliable. ","Althought the chart looks cluttered, trend is clearly visible in the chart leading to an easily interpretable takeaway message. The chart uses inconsistent y-axis so the observed increase rate is not reliable. ",caption describes what is shown in the chart which is not useful -- caption should add more information to the visualization instead of being an extension to the chart.,
492,2348,3,Caption does not summarize the clear takeaway message,,Caption does not summarize the clear takeaway message,
493,2354,4,Caption clearly concludes the takeaway message. The clutter in the chart is ovewhelming.,The clutter in the chart is ovewhelming,Caption clearly concludes the takeaway message,
494,2354,4,Caption clearly concludes the takeaway message. The clutter in the chart is ovewhelming.,The clutter in the chart is ovewhelming,Caption clearly concludes the takeaway message,
495,2354,3,"The caption does provide methodology, but does not explain the takeaway message. And also the chart is having many overlapping lines",chart is having many overlapping lines,"The caption does provide methodology, but does not explain the takeaway message.",
496,2251,1,Caption provides important information but chart legend is repeated in the caption which is distracting. Restructuring the chart to highlight takeway message would make it easier to interpret. Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable.,Restructuring the chart to highlight takeway message would make it easier to interpret Trend is easy to read in the chart multiple axes with different ticks makes the observed trend unreliable,Caption provides important information. chart legend is repeated in the caption which is distracting,chart legend is repeated in the caption which is distracting
497,2251,1,Caption provides important information but chart legend is repeated in the caption which is distracting. Restructuring the chart to highlight takeway message would make it easier to interpret. Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable.,Restructuring the chart to highlight takeway message would make it easier to interpret. Trend is easy to read in the chart but multiple axes with different ticks makes the observed trend unreliable.,Caption provides important information but chart legend is repeated in the caption which is distracting.,
498,2251,3,"The are many charts with overlapping lines hard to track across many charts, and caption is lengthy and does not provide takeaway message","The are many charts with overlapping lines hard to track across many charts, ",caption is lengthy and does not provide takeaway message,
499,149,1,legend for colors used in the chart are not defined. Axes used in the chart are nod labeled. The chart is annotated but the context required to understand the annotations are not given in the caption. Difficult to connect caption to the chart.,legend for colors used in the chart are not defined Axes used in the chart are nod labeled The chart is annotated,"the context required to understand the annotations are not given in the caption, Difficult to connect caption to the chart",
500,149,2,legend for colors used in the chart are not defined. Axes used in the chart are nod labeled. The chart is annotated but the context required to understand the annotations are not given in the caption. Difficult to connect caption to the chart.,legend for colors used in the chart are not defined Axes used in the chart are nod labeled The chart is annotated,the context required to understand the annotations are not given in the caption,Difficult to connect caption to the chart
501,149,2,The slanted lines and clustering of points make it hard to follow trends or get clear takeaway. The caption provide some summary but does not summarize the main takeaway,The slanted lines clustering of points make it hard to follow trends or get clear takeaway,The caption provide some summary but does not summarize the main takeaway,
502,152,1,chart is exteremely cluttered and lack proper labels. Goal of the visualization is unclear and is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,chart is exteremely cluttered lack proper labels Goal of the visualization is unclear,is not mentioned in the caption The caption also does not summarize the takeaway message Caption does not provide context necessary to understand the chart,
503,152,1,chart is exteremely cluttered and lack proper labels. Goal of the visualization is unclear and is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,chart is exteremely cluttered and lack proper labels. Goal of the visualization is unclear,Goal of visualization is not mentioned in the caption. The caption also does not summarize the takeaway message. Caption does not provide context necessary to understand the chart.,
504,152,2,"The visualization contains many overlapping lines, making it difficult to identify trends. It is visually cluttered. Caption provides context and explains what is being compared, but it doesn't summarize the takeaway.","The visualization contains many overlapping lines, making it difficult to identify trends It is visually cluttered ","Caption provides context and explains what is being compared, it doesn't summarize the takeaway",
505,188,2,caption does not explain the trend so the takeaway message is not clear. Caption does not provide anay context necessary to understand the chart.,,caption does not explain the trend so the takeaway message is not clear Caption does not provide anay context necessary to understand the chart,
506,188,3,caption does not explain the trend so the takeaway message is not clear. Caption does not provide anay context necessary to understand the chart.,,caption does not explain the trend so the takeaway message is not clear Caption does not provide anay context necessary to understand the chart,
507,188,2,"There are many labels mentioned in the chart, and also shown inside the visualization, but it is confusing because the are no proper starting line or only a single point. Caption provides some context about the data sources and a note about an outlier, but there is no clear summary of main trends.","There are many labels mentioned in the chart, also shown inside the visualization, it is confusing because the are no proper starting line or only a single point ","Caption provides some context about the data sources and a note about an outlier, there is no clear summary of main trends",
508,196,4,Components of the chart are clearly labeled and well annotated. Caption summarizes the visualization. Caption expands on the visualization components.,Components of the chart are clearly labeled well annotated,,Caption summarizes the visualization Caption expands on the visualization components
509,196,4,Components of the chart are clearly labeled and well annotated. Caption summarizes the visualization. Caption expands on the visualization components.,Components of the chart are clearly labeled well annotated,Caption summarizes the visualization Caption expands on the visualization components,
510,196,4,"The bar chart clearly explains the change in trends using the color-coded segments and triangle to indicate total change. However, caption is dense and uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings.",The bar chart clearly explains the change in trends using the color-coded segments triangle to indicate total change,"However, caption is dense uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings",
511,290,4,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message. Use of grid in the 3D chart makes it easy to read. The chart has prominent patterns but takeaway message is not clear.,Use of grid in the 3D chart makes it easy to read The chart has prominent patterns takeaway message is not clear,caption is detailed and explains labels of the chart data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message,
512,290,4,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message. Use of grid in the 3D chart makes it easy to read. The chart has prominent patterns but takeaway message is not clear.,Use of grid in the 3D chart makes it easy to read The chart has prominent patterns takeaway message is not clear,caption is detailed and explains labels of the chart and data used to create the visualization. Caption guides in reading the chart which helps in getting the takeaway message.,
513,290,2,I am not able to compare between the bars and it is difficult to compare categories,I am not able to compare between the bars it is difficult to compare categories,,
514,650,5,Pattern of trend in chart is easy to understand. Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,Pattern of trend in chart is easy to understand,Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message provides required context to read the chart,
515,650,5,Pattern of trend in chart is easy to understand. Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,Pattern of trend in chart is easy to understand,Caption helps in understanding annotations used in the chart. Caption clearly states the takeaway message and provides required context to read the cahrt.,
516,650,2,The caption does not fully represent the chart and also little unclear about B2 scenarios.,also little unclear about B2 scenarios,The caption does not fully represent the chart,
517,765,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns. Chart does not include legend for encodings.,Chart does not include legend for encodings,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message Caption does not describe observed patterns,Caption describe the chart
518,765,2,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns. Chart does not include legend for encodings.,Chart does not include legend for encodings.,Caption describe the chart and helps to grasp low level messages. Caption does not provide any context or takeaway message. Caption does not describe observed patterns.,
519,765,3,"The caption provides the context of the labels and its uses, but not clearly explaining the comparison between the categories",,"The caption provides the context of the labels and its uses, not clearly explaining the comparison between the categories",
520,859,3,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message. Caption does not add any value.,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message,Caption does not add any value,The axes title are descriptive in the chartwhich helps in understanding the pattern
521,859,4,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message. Caption does not add any value.,The axes title are descriptive in the chartwhich helps in understanding the pattern and overall takeaway message.,Caption does not add any value.,
522,859,4,Easy to compare,Easy to compare,,
523,882,4,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message. Chart is easy to read and low level message is easy to grasp",Chart is easy to read low level message is easy to grasp,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message",
524,882,3,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message. Chart is easy to read and low level message is easy to grasp",Chart is easy to read low level message is easy to grasp,"Caption summarizes the message shown in the chart however, domain knowledge is required to get a clear takeaway message",
525,882,5,clear takeaway,clear takeaway,,
526,547,3,title of subplots in the visualization are included in the caption. Chart does not have legend of the colors used. caption does not provide sufficient context of the chart.,Chart does not have legend of the colors used,"title of subplots in the visualization are included in the caption, caption does not provide sufficient context of the chart",
527,547,2,title of subplots in the visualization are included in the caption. Chart does not have legend of the colors used. caption does not provide sufficient context of the chart.,Chart does not have legend of the colors used,title of subplots in the visualization are included in the caption. caption does not provide sufficient context of the chart.,
528,547,3,Difficult to read labels,Difficult to read labels,,
529,292,2,Patterns in the chart are prominent but a takeaway message is unclear. Chart does not have axes labels.,Patterns in the chart are prominent a takeaway message is unclear Chart does not have axes labels,,
530,292,3,Patterns in the chart are prominent but a takeaway message is unclear. Chart does not have axes labels.,Patterns in the chart are prominent a takeaway message is unclear Chart does not have axes labels,,
531,292,1,The chart mentions some dots in the charts which is,"The chart mentions some dots in the charts which is not clearly explained in the caption,","not clearly explained in the caption, and no clear takeaway",
532,413,2,caption only describes the chart. chart does not include legend for colors used. Low level message is easy to grasp from the chart. Key takeaway of the visualization is not mentioned in the caption.,chart does not include legend for colors used Low level message is easy to grasp from the chart,caption only describes the chart Key takeaway of the visualization is not mentioned in the caption,
533,413,2,caption only describes the chart. chart does not include legend for colors used. Low level message is easy to grasp from the chart. Key takeaway of the visualization is not mentioned in the caption.,chart does not include legend for colors used Low level message is easy to grasp from the chart,caption only describes the chart. Key takeaway of the visualization is not mentioned in the caption.,
534,413,1,"Both caption and chart is not useful to interpret the trend and also labels are missing in chart, and caption does not provide a takeaway","chart is not useful to interpret the trend also labels are missing in chart,",caption is not useful to interpret the trend. caption does not provide a takeaway,
535,442,2,Marks in the chart overlap causing visual clutter. Abberviations used in the chart are unclear. Caption does not describe the visualization. Cption does not prodive context of the data. Multiple plots are placed close to each other in the chart. legend for multiple symbols used in the chart are not given.,Marks in the chart overlap causing visual clutter Abberviations used in the chart are unclear Multiple plots are placed close to each other in the chart legend for multiple symbols used in the chart are not given,Caption does not describe the visualization. Caption does not prodive context of the data,Caption does not describe the visualization
536,442,1,Marks in the chart overlap causing visual clutter. Abberviations used in the chart are unclear. Caption does not describe the visualization. Cption does not prodive context of the data. Multiple plots are placed close to each other in the chart. legend for multiple symbols used in the chart are not given.,Marks in the chart overlap causing visual clutter. Abberviations used in the chart are unclear.  Multiple plots are placed close to each other in the chart. legend for multiple symbols used in the chart are not given.,Caption does not describe the visualization. Caption does not prodive context of the data.,
537,442,3,Difficult to read labels,Difficult to read labels,,
538,2018,4,"the chart has difficult to see axes labels but trend show easy takeaway. Chart does not have legend for colors used. Multiple graphs used but relation between them is not clear. 
Caption has data source which isn’t important. Caption describes trend which adds to length which is distracting. Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message.",the chart has difficult to see axes labels trend show easy takeaway Chart does not have legend for colors used Multiple graphs used relation between them is not clear,Caption has data source which isn’t important Caption describes trend which adds to length which is distracting Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message,
539,2018,3,"the chart has difficult to see axes labels but trend show easy takeaway. Chart does not have legend for colors used. Multiple graphs used but relation between them is not clear. 
Caption has data source which isn’t important. Caption describes trend which adds to length which is distracting. Caption provides context but doesn’t have enough information. Caption does not indicate the takeaway message.",the chart has difficult to see axes labels trend show easy takeaway Chart does not have legend for colors used Multiple graphs used relation between them is not clear,Caption has data source which isn’t important Caption describes trend which adds to length which is distracting Caption provides context but doesn’t have enough information Caption does not indicate the takeaway message,
540,2018,3,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts. And also the labels are not clearly mentioned",And also the labels are not clearly mentioned,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts",
