reason_id,image_id,rating,reason,usefulness,feature
647,676,3,caption is monotonous,not_useful,**7. Caption Length – Too Long or Cluttered**
648,690,2,The caption should compare the results of the models (the major takeaway),useful,"**Helpful Main Takeaway or Comparison**

(The comment focuses on conveying trends or comparisons and provides a positive feedback about the caption.)"
649,736,3,The caption talks in detailed regarding the simulation scenarios but the main takeaway is missing,not_useful,**5. Missing Clear Takeaway Message**
650,754,2,The caption does not complement the chart. It should mention and explain the upward trends.,not_useful,**Missing or Poor Trend Explanation**
651,758,3,the caption is monotonous,not_useful,**7. Caption Length – Too Long or Cluttered**
652,765,4,caption is too large,not_useful,**7. Caption Length – Too Long or Cluttered**
653,790,2,"The caption provides information regarding the charts that helps, but it should also explain comparative patterns observed in the chart.",useful,**Missing or Poor Trend Explanation**
654,828,1,And the caption does not explain it as well,not_useful,**1. Caption Clarity Lost in Translation**
655,839,3,The main takeaway is missing in the caption,not_useful,**5. Missing Clear Takeaway Message**
656,846,2,The main takeaway and the explanation of the discrepancy are not provided,not_useful,**Lack of Summary or Takeaway**
657,859,4,Caption does not elaborate on abberviations used in the chart,not_useful,"""Caption Clarity Lost in Translation"""
658,869,2,long caption,neutral,**7. Caption Length – Too Long or Cluttered**
659,882,2,"The caption does not explain the visualization, nor it mention the main takeaway.",not_useful,**Missing or Poor Trend Explanation**
660,898,2,The caption does not talk about the main takeaway. Caption does not explain the trend observed,not_useful,**5. Missing Clear Takeaway Message**
661,904,4,Caption can be improved,neutral,8. Detailed but Possibly Excessive
662,909,3,The caption is too large,not_useful,**7. Caption Length – Too Long or Cluttered**
663,920,3,The main takeaway is missing in the caption,not_useful,**5. Missing Clear Takeaway Message**
664,937,2,Caption does not explain the trends observed. Caption does not explain the corelation between two data expressed in the,not_useful,**Missing or Poor Trend Explanation**
666,994,3,Caption is too big,not_useful,**7. Caption Length – Too Long or Cluttered**
667,998,2,Caption does not explain the corelation between two data expressed in the,useful,**Missing or Poor Trend Explanation**
668,999,4,The caption is not helpful to interpret the visualization.,not_useful,**1. Caption Clarity Lost in Translation**
670,1011,1,The caption does not complement the chart and does not help to interpret it.,not_useful,**5. Missing Clear Takeaway Message**
671,1044,2,"The caption provides information regarding the chart, but it should mention explain, and compare the trends",useful,"**4. Missing or Poor Trend Explanation**

(Note: The comment suggests that while the caption does provide some information, it falls short in explaining and comparing trends, which is the focus of feature cluster #4.)"
673,1081,2,The caption does not mention the main takeaway (the trend). Caption does not not contain context required to grasp the takeaway message. Caption explain methodology used to process the data,not_useful,"Based on the user feedback about captions and the feature clusters provided, I would label the given text as:

**Caption Clarity Lost in Translation**

The comment focuses on translation issues or excessive references making captions hard to follow, which matches the focus of this cluster. The key terms ""explain"", ""methodology"", and ""context"" are also present in the examples for this cluster."
675,1100,3,Caption is too big,not_useful,**7. Caption Length – Too Long or Cluttered**
679,1153,2,The caption does not mention the main takeaway,not_useful,**Lack of Summary or Takeaway**
680,1177,4,The caption does not expand on observed trend. Caption does not mention the causal effect,not_useful,**Missing or Poor Trend Explanation**
682,1192,2,The main takeaway and an explanation is missing,not_useful,**5. Missing Clear Takeaway Message**
687,1225,4,The caption mentions the main takeaway,useful,"**6. Helpful Main Takeaway or Comparison**

(The user is providing positive feedback on the caption's ability to convey a clear main takeaway, which matches feature cluster 6.)"
688,1232,2,caption does not explain the trend observed,not_useful,**4. Missing or Poor Trend Explanation**
690,1251,3,The caption does not augment the visualization that much. The main takeaway is missing in the caption. Also an explanation would be helpful.,not_useful,**5. Missing Clear Takeaway Message**
692,1285,4,An explanation of the trend would be helpful,useful,**4. Missing or Poor Trend Explanation**
693,1294,2,CLuttered and large caption,not_useful,**7. Caption Length – Too Long or Cluttered**
694,1295,4,"The caption is quite informative and augment the visualization, but including the overall takeaway would be helpful",useful,**Helpful Main Takeaway or Comparison**
696,1303,4,"The main takeaway is missing in the caption, so it does not help in the interpretation of the that much",not_useful,**5. Missing Clear Takeaway Message**
701,1428,2,Caption complements the. Caption does not state the main takeaway. caption does not explain the relation between data categories,not_useful,**6. Helpful Main Takeaway or Comparison**
702,1439,2,"The caption does not include the gist of the , also does not explain correlation between data attributes",not_useful,**Caption Clarity Lost in Translation**
703,1453,2,caption does not explain the observed trend,not_useful,**Missing or Poor Trend Explanation**
704,1465,2,The caption should contain more information,not_useful,**Feature Cluster:** 3. Overloaded with Information
706,1503,2,Caption complements the by providing context. Caption does not mention the main takeaway,neutral,**Missing or Poor Trend Explanation**
707,1510,3,Caption does not augment the chart. Caption does not explain the trend observed in the chart. Caption does not explain the correlation between data attributes,not_useful,**Caption Clarity Lost in Translation**
709,1576,2,long caption,neutral,**7. Caption Length – Too Long or Cluttered**
712,1615,3,"The caption surely augments the , but the problem is it does not describe the trend or provide an explanation for that",not_useful,**Caption Clarity Lost in Translation**
713,1626,3,"Overall takeaway and explanation of the trend is missing in the caption, but it provides context for the visialization",not_useful,**Missing or Poor Trend Explanation**
714,1633,4,lengthy caption,neutral,**7. Caption Length – Too Long or Cluttered**
715,1659,3,The caption explains abberviations used. caption does not include the overall takeaway,not_useful,"According to the feature clusters, I would classify this comment as:

**2. Lack of Summary or Takeaway**

This is because the user is highlighting that the caption provides detailed information (explaining abbreviations) but lacks a concise summary or main message (overall takeaway)."
716,1697,3,The caption describe the background information for the chart. Caption does not talk about the main takeaway.,neutral,**Lack of Summary or Takeaway**
717,1711,3,The caption does not talk about the overall trend and also does not explain it,not_useful,**Missing or Poor Trend Explanation**
718,1712,3,The caption does not contain context necessary to understand the trend observed. Caption does not describe the trend,not_useful,**Feature Cluster:** Missing or Poor Trend Explanation
719,1715,2,The caption does not explain the color encoding used in the charts. It also does not describe trend observed,not_useful,**Missing or Poor Trend Explanation**
720,1718,2,The caption does not describe the takeaway,not_useful,**5. Missing Clear Takeaway Message**
721,1726,2,Do not provide information regarding the main takeaway,not_useful,"**Lack of Summary or Takeaway**

The user is expressing that the caption does not provide a summary or main message, which fits the focus of this feature cluster."
722,1748,3,caption does not describe the trend,not_useful,**Missing or Poor Trend Explanation**
724,1751,2,the caption does not describe small upward trend and does not compare the two,not_useful,**Missing or Poor Trend Explanation**
725,1755,3,"The caption does not describe the trend, also it should elaborate on how the multiple charts are related",not_useful,**Caption Clarity Lost in Translation**
726,1757,3,The caption does not describe the overall takeaway and it does not describe the trend,not_useful,**Lack of Summary or Takeaway**
727,1761,2,The caption does not include statistical description of the data,not_useful,"**Lack of Summary or Takeaway**

(This comment focuses on the missing summary or main message, as it specifically mentions that the caption lacks a statistical description of the data.)"
729,1779,5,The caption is too big,not_useful,**7. Caption Length – Too Long or Cluttered**
731,1802,2,caption does not state the main takeaway message. Caption does not describe the pattern observed,not_useful,**5. Missing Clear Takeaway Message**
733,1818,5,"The caption does provide information regarding the major takeaway (the trend), also does not provide explanation",neutral,"Based on the provided feature clusters, I would label the given text as:

**4. Missing or Poor Trend Explanation**

This cluster best matches the comment's focus on the caption not providing a clear explanation of the trend, despite providing some information about the major takeaway (trend)."
735,1838,2,the caption does not describe the trends or compare the three models,not_useful,**Missing or Poor Trend Explanation**
737,1861,2,"The caption does not talk about the main takeaway, also it does not compare different categories of the data",not_useful,"""Missing Clear Takeaway Message"""
738,1874,4,The caption is too big,not_useful,**7. Caption Length – Too Long or Cluttered**
739,1894,2,caption does not summarize the visualization,not_useful,**Lack of Summary or Takeaway**
740,1911,3,"The caption describes the well, but including the main takeaway would be more helpful",not_useful,"Based on the text, I would label it as:

**5. Missing Clear Takeaway Message**

The user is suggesting that the caption does a good job of describing something, but could be improved by clearly conveying the main takeaway or message. This aligns with the focus of feature cluster 5."
742,1917,2,The caption should describe the main takeaway (the trends in each ) and also the relationship among the trends,useful,**Missing or Poor Trend Explanation**
744,1945,2,The caption should include the overall downward trends and should compare and explain the reason behind the trends,useful,**Missing or Poor Trend Explanation**
745,1946,2,"The overall trend is easily noticeable, but the caption is unnecessarily large",neutral,**7. Caption Length – Too Long or Cluttered**
746,1947,3,The caption is too large,not_useful,**7. Caption Length – Too Long or Cluttered**
748,1963,2,The caption does not include the main takeaway and the comparison between the data of different plots (how the trends from different plot correlate),not_useful,**5. Missing Clear Takeaway Message**
749,1979,2,the captions does not include the main takeaway,not_useful,"**Lack of Summary or Takeaway**

(The user is focusing on the lack of a concise summary or main message in the caption)"
750,2007,2,lengthy caption,neutral,7. Caption Length – Too Long or Cluttered
752,2016,2,"The caption does not augment the figures that much, it does not describe the trend or the major takeaway.",not_useful,**Caption Clarity Lost in Translation**
753,2018,3,The caption describe the trends for the plots individually but does not compare the plots or explain the reason behind the trends,not_useful,**Missing or Poor Trend Explanation**
754,2025,2,"The caption should talk about the discrepency in the correlation of interquirtile range and max-min range, also the overall trend and the comparison between the trends",useful,"**FOCUS:** Missing or Poor Trend Explanation
**CLUSTER:** #4"
755,2049,2,the caption do not talk about thew major takeaway,not_useful,"**5. Missing Clear Takeaway Message**

(The user is expressing that the caption does not communicate a clear main message or takeaway.)"
757,2052,3,The caption should be more informative,not_useful,"Based on the provided feature clusters, I would categorize the given text into **8. Detailed but Possibly Excessive**.

Label: 8. Detailed but Possibly Excessive"
758,2054,2,The caption should mention the upward trends and explain the reason behind that,useful,**Missing or Poor Trend Explanation**
759,2060,1,"The caption does not explain the table, which make it tough to interpret",not_useful,**Caption Clarity Lost in Translation**
760,2061,1,"The caption does not talk about the major takeaway, ",not_useful,**5. Missing Clear Takeaway Message**
761,2062,2,The caption does not talk about the major takeaway,not_useful,"Based on the provided instructions and feature clusters, I would label the given text as:

**5. Missing Clear Takeaway Message**

This is because the user comment focuses on the lack of a clear communication of insights or conclusions, which aligns with the theme of feature cluster 5."
763,2065,5,"The caption does not summarize the scenarios shown in the chart, nor it talks about the trend or any takeaways",not_useful,"**Lack of Summary or Takeaway**

(Note: The chosen cluster is based on the comment's focus on the missing concise summary or main message.)"
764,2071,2,"The caption should talk about the trends, and also the relationship between variables shown in the chart",useful,**Missing or Poor Trend Explanation**
766,2103,2,"The caption should talk about the trends, compare them and explain the reason behind the trends",useful,**FOCUS:** Helpful Main Takeaway or Comparison
767,2105,2,It does not talk about the main gist. ,not_useful,**Lack of Summary or Takeaway**
769,2124,2,"The caption does not augment the plots. It does not talk about the major takeaway, ",not_useful,"**Lack of Summary or Takeaway**

(This comment is focusing on the lack of a clear summary or main message in the caption, which matches the focus of feature cluster #2.)"
770,2125,2,The caption does not compare the correlation in data,not_useful,**Missing or Poor Trend Explanation**
773,2152,2,The caption should include the main gist of the figures.,useful,"**Lack of Summary or Takeaway**

(Remember to return only the name of the chosen cluster)"
774,2163,3,caption seems a bit long with irrelevant information,not_useful,**7. Caption Length – Too Long or Cluttered**
775,2194,2,The caption should be short,neutral,**7. Caption Length – Too Long or Cluttered**
776,2211,3,Caption can be improved,not_useful,"Based on the provided feature clusters, I would classify this comment into Cluster #7: Caption Length – Too Long or Cluttered. The focus of this comment is on improving the caption's length or clarity, which matches the theme of this cluster.

So, the label would be:

**7. Caption Length – Too Long or Cluttered**"
777,2213,2,"The caption should compare the trends, which are missing",useful,**4. Missing or Poor Trend Explanation**
779,2218,1,"The caption does not augment the visualization, it should talk about the trends, compare the trends, also should talk about the correlation observed in data.",not_useful,**Caption Clarity Lost in Translation**
780,2220,1,"Caption should state the statistical description of data, also the should compare the trends between them",useful,**Missing or Poor Trend Explanation**
782,2251,2,"Caption should mention the overall trends of different plots, should include how they correlate",useful,**Missing or Poor Trend Explanation**
783,1749,2,The caption complement the charts,neutral,**6. Helpful Main Takeaway or Comparison**
784,2253,1,caption should talk about the correlation between uncertainty observed in the chart,neutral,### 4. Missing or Poor Trend Explanation
785,2254,3,Caption can be shortened,neutral,**7. Caption Length – Too Long or Cluttered**
786,2262,2,It should talk about the trends and also correlate between variables plotted,not_useful,**Missing or Poor Trend Explanation**
787,2271,2,The caption should talk about the gist of the plots also should compare the two trends,useful,"**6. Helpful Main Takeaway or Comparison**

(The comment focuses on the positive aspect of the caption conveying trends and comparisons, which matches this feature cluster.)"
788,2276,1,The caption does not complement the plots. It should add the main takeaway from the visualization,useful,**5. Missing Clear Takeaway Message**
789,2289,1,The caption should describe the trends also should talk about the similarities between the trends (how they correlated),useful,**6. Helpful Main Takeaway or Comparison**
792,2327,1,"The caption should include the main takeaway, compare the trends and explain it",useful,**6. Helpful Main Takeaway or Comparison**
793,2348,1,The caption does not talk about the trends and how they correlate,not_useful,**4. Missing or Poor Trend Explanation**
794,2354,1,The caption missed the gist and did not talk about the discrepancy in the comparison of the trends seen between the two plots,not_useful,**Caption Clarity Lost in Translation**
797,2360,2,The caption should include the main gist of the visualization and also compare or talk about the similarity of the trends.,useful,"**Helpful Main Takeaway or Comparison**

(Note: The comment focuses on the positive aspects of conveying trends and comparisons in a caption, which aligns with feature cluster #6)"
798,1845,2,"The caption does not mention the main takeaway, also does not explain it",not_useful,**5. Missing Clear Takeaway Message**
799,1949,2,The caption does not complement the chart. The main takeaway is missing,not_useful,**5. Missing Clear Takeaway Message**
800,2028,3,The caption complements the,neutral,**6. Helpful Main Takeaway or Comparison**
