image_id,interpretability_rating_u_res1,reason_u_res1,interpretability_rating_u_res2,reason_u_res2,interpretability_rating_res1,reason_res1,interpretability_rating_res2,reason_res2
2163.0,4,Caption describes the labels and patterns observed which is useful. The chart is extremely cluttered making it difficult to grasp the key takeaway message. A pattern can be observed in the chart but the intended message is not clear.,4,Caption describes the labels and patterns observed which is useful. The chart is extremely cluttered making it difficult to grasp the key takeaway message. A pattern can be observed in the chart but the intended message is not clear.,3.0,"Visualization seems a bit cluttered, caption seems a bit long with irrelevant information",4.0,"Though there are too many labels mentioned in the chart, but the caption and chart represent a clear takeaway message."
2253.0,4,Chart uses different shapes to encode categorical information which is difficult to read. Caption gives context required to read the visualization. Caption does not clearly state the takeaway message. The goal of the visualization is clear using both.,4,Chart uses different shapes to encode categorical information which is difficult to read. Caption gives context required to read the visualization. Caption does not clearly state the takeaway message. The goal of the visualization is clear using both.,1.0,"The visualization is cluttered, It should talk about the correlation between uncertainty ratio for 10-degree latitude bands in
control simulations and difference between the control and doubled
greenhouse gas simulations",3.0,"The chart is visually dense because of some similar labelling, and caption does not have summary"
2293.0,4,Collective trend and outliers are easy to detect in the chart making the overall message clear. The caption summarizes the visualization. Caption includes references to the data source which is not helpful.,3,Collective trend and outliers are easy to detect in the chart making the overall message clear. The caption summarizes the visualization. Caption includes references to the data source which is not helpful.,3.0,Visualization is cluttered,2.0,"The visualization is cluttered, and overwhelming"
2364.0,2,Caption is wordy and uses a lot os domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Use of abberviations in the chart makes it difficult to understand. Caption does not contain useful message. Lack of domain knowledge makes it difficult to understand the goal of the visualization.,3,Caption is wordy and uses a lot os domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Use of abberviations in the chart makes it difficult to understand. Caption does not contain useful message. Lack of domain knowledge makes it difficult to understand the goal of the visualization.,4.0,Interpretable,2.0,"Caption does not clearly mention about the trend lines in the chart, more focused on the references"
869.0,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,2.0,"Too large caption, and the charts can be improved, proper axis labels seems missing which make it confused to interpret",1.0,The chart is too complex with many visual elements to compare between and labels are kept in between two charts making it difficult to interpret for which chart it is.
1214.0,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,3.0,"it also takes time, but interpretable ",3.0,Inconsistent scale use (year)
1225.0,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,4.0,The caption mentions the main takeaway,2.0,Difficult to read labels
1465.0,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,2.0,The caption should contain more information,2.0,No trend is highlighted in chart or mentioned in the caption
1503.0,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion. The takeaway message is clear after looking at both the chart and the caption,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion. The takeaway message is clear after looking at both the chart and the caption,2.0,Caption complements the chart by providing context. Caption does not mention the main takeaway,2.0,"The heatmap visualizes multiple elements using color gradients to indicate error magnitude. However, chart contains dense technical terms and abbreviations that are not fully explained in caption. The color scale is also not common practice"
1581.0,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,2.0,"The chart augments the visualization, as it provides information for white space or about the right and left panel, but it does not talk about the overall trend.",4.0,Easy to compare between different oceans
1917.0,2,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used. Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,3,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used. Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,2.0,The caption should describe the main takeaway (the trends in each plot) and also the relationship among the trends.,3.0,"The years are not consistent across the charts, initially inferring all are in same scale"
2211.0,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,3.0,Caption can be improved,3.0,"The caption is lengthy, and also does not mention clear takeaway message. "
2028.0,3,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis. shared axis makes it easy to compart across charts.,4,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis. shared axis makes it easy to compart across charts.,3.0,The caption complements the chart. But the gist and explanation are missing.,4.0,"The inverted axis in the y-axis is not visible in the first glance, overall the visualization is clear, but does not clearly state key message directly in the caption"
1845.0,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,2.0,"The caption does not mention the main takeaway, also does not explain it. ",4.0,"The visualization is clear and good for comparison, but the key message could be stated in the caption"
1949.0,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",2.0,The caption does not complement the chart. The main takeaway is missing,2.0,The lines overlap between the months in y-axis and caption does not fully summarize and address main takeaway trend.
1749.0,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,2.0,"The caption complement the charts, but  I am confused about which horizontal line they are talking about at .63 cel in (a)",2.0,"The axes are labeled, but interpreting the relationships and extracting the main trends is difficult, caption is lengthly and does not provide clear takeaway message "
