reason_id,image_id,rating,reason,chart,caption,both,group
556,2253,4,Chart uses different shapes to encode categorical information which is difficult to read. Caption gives context required to read the visualization. Caption does not clearly state the takeaway message. The goal of the visualization is clear using both.,Chart uses different shapes to encode categorical information which is difficult to read The goal of the visualization is clear using both,Caption gives context required to read the visualization Caption does not clearly state the takeaway message,,_u_res1
557,2253,4,Chart uses different shapes to encode categorical information which is difficult to read. Caption gives context required to read the visualization. Caption does not clearly state the takeaway message. The goal of the visualization is clear using both.,Chart uses different shapes to encode categorical information which is difficult to read,Caption gives context required to read the visualization Caption does not clearly state the takeaway message,The goal of the visualization is clear using both.,_u_res1
559,2293,4,Collective trend and outliers are easy to detect in the chart making the overall message clear. The caption summarizes the visualization. Caption includes references to the data source which is not helpful.,Collective trend outliers are easy to detect in the chart making the overall message clear,Caption includes references to the data source which is not helpful. The caption summarizes the visualization,,_u_res1
562,2364,2,Caption is wordy and uses a lot os domain specific technical terms and references. Caption does not explain the abberviations used in the chart. Use of abberviations in the chart makes it difficult to understand. Caption does not contain useful message. Lack of domain knowledge makes it difficult to understand the goal of the visualization.,Use of abberviations in the chart makes it difficult to understand Lack of domain knowledge makes it difficult to understand the goal of the visualization,Caption is wordy and uses a lot os domain specific technical terms references. Caption does not explain the abberviations used in the chart Caption does not contain useful message,,_u_res1
565,869,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message,,_u_res1
566,869,3,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels. . The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,Low level understanding is easy to grasp as the graph uses shared color encoding across multiple panels.,The caption contains domain knowledge required to understand the graph which causes lengthy caption but does not clearly state a takeaway message.,,_u_res1
568,1214,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,The graph alone is sufficient to get an overall message Use of color encoding along z-axis of the 3D chart aids in identification task Use of multiple charts in a single panel requires remembering a lot of information reading all the chart to get the over all message,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message,,_u_res1
569,1214,4,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message. the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,The graph alone is sufficient to get an overall message. Use of color encoding along z-axis of the 3D chart aids in identification task. Use of multiple charts in a single panel requires remembering a lot of information while reading all the chart to get the over all message.,the caption provides claims that are evident in the chart which is helpful in understanding the takeaway message.,,_u_res1
571,1225,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph,The caption does not provide information required to understand the visible patterns Caption provides context of the graph through data description but does not help in understanding the overall take away message,,_u_res1
572,1225,1,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph. The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,The labels in the graph have low resolution which makes it difficult to understand the pattern visible in the graph.,The caption does not provide information required to understand the visible patterns. Caption provides context of the graph through data description but does not help in understanding the overall take away message.,,_u_res1
574,1465,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,Simple representation of the graph makes it easy to perform low level information extraction The graph does not label the color legend used making it difficult to get a clear takeaway message,The caption clearly mentions the visualization task but describes the labels used in the graph. The caption does not state the takeaway message,The caption clearly mentions the visualization task,_u_res1
575,1465,4,Simple representation of the graph makes it easy to perform low level information extraction. The graph does not label the color legend used making it difficult to get a clear takeaway message. The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,Simple representation of the graph makes it easy to perform low level information extraction The graph does not label the color legend used making it difficult to get a clear takeaway message,The caption clearly mentions the visualization task and describes the labels used in the graph. The caption does not state the takeaway message.,,_u_res1
577,1503,4,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion. The takeaway message is clear after looking at both the chart and the caption,The takeaway message is clear after looking at both the chart,Caption provides domain knowledge by explaining the meaning of axes labels. The length of the caption creates confusion the caption,,_u_res1
580,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,the overall takeaway message is clear from the chart the use of intuitive color scale for temperature in the chart is helpful,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message,caption contains information missing in the graph,_u_res1
581,1581,3,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message. the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,the overall takeaway message is clear from the chart. the use of intuitive color scale for temperature in the chart is helpful.,caption contains information missing in the graph and also provides information about how the data was processed. Caption does not clearly mention the key takeaway message.,,_u_res1
583,1917,2,Use of multiple panels in the graph is confusing. Use of shapes to encode categorical values in the graph is confusing. The chart does not containg legend for colors used. Caption explains the methodology but not bserved patterns of takeaway message. Context must be present in the cantion to understand the visualization.,Use of multiple panels in the graph is confusing Use of shapes to encode categorical values in the graph is confusing The chart does not containg legend for colors used,Caption explains the methodology but not observed patterns of takeaway message. Context must be present in the caption to understand the visualization,,_u_res1
586,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,Chart organization is confusing,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message,,_u_res1
587,2211,2,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message. Chart organization is confusing.,Chart organization is confusing.,The caption is not valuable as it only explains the data and methodology. Caption is lengthy without a clear takeaway message.,,_u_res1
589,2028,3,Chart doesnot contain labels for different mark types used. Chart uses dual axis making difficult to interpret the takeaway message. Caption describes the marks used in the chart. Caption explains the relationship between the two axes in the dual axis. shared axis makes it easy to compart across charts.,Chart doesnot contain labels for different mark types used Chart uses dual axis making difficult to interpret the takeaway message shared axis makes it easy to compart across charts,Caption describes the marks used in the chart Caption explains the relationship between the two axes in the dual axis,,_u_res1
592,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,The chart does not contain labels for marks used,caption explains statistics of the data shown in the chart which helps in reading the chart the caption describes the chart and included labels required to understand the chart . The caption does not contain information that helps in understanding the takeaway message,,_u_res1
593,1845,4,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message. The chart does not contain labels for marks used.,The chart does not contain labels for marks used.,caption explains statistics of the data shown in the chart which helps in reading the chart. the caption describes the chart and included labels required to understand the chart. The caption does not contain information that helps in understanding the takeaway message.,,_u_res1
595,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",Annotations used in the chart are not understandable Patterns visible in the chart are prominent easy to read the message shown by those patterns are unclear Multiple charts used in the visualization are easy to comprehend because they are related,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart",Caption describes the data used for creating the chart,_u_res1
596,1949,2,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.",Annotations used in the chart are not understandable. Patterns visible in the chart are prominent and easy to read but the message shown by those patterns are unclear. Multiple charts used in the visualization are easy to comprehend because they are related.,"Caption describes the data used for creating the chart and also includes references to the source of data, which is not helpful in understanding the intended message. Caption does not explain the patterns visible in the chart. ",,_u_res1
598,1749,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible.,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,,_u_res1
599,1749,4,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible. Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,Chart is cluttered. chart has clear description of components used. color used in one of the subplots is not clearly visible.,Caption further explains the components of the chart. Caption summarizes two of the subpolts and gives detailed explanation of one. Caption has a lot of information. Caption does not mention the takeaway message.,,_u_res1
3,139,2,"The caption is detailed and provides important context, but it is dense and does not clearly summarize the main takeaway",chart is dense,"The caption is detailed and provides important context, does not clearly summarize the main takeaway",,_res2
6,148,3,"Chart is dense, uses technical terms, and the caption is long and complex without clear summary of the main takeaway. It makes it difficult to grasp the key message.","Chart is dense, uses technical terms",the caption is long and complex without clear summary of the main takeaway. It makes it difficult to grasp the key message.,,_res2
9,203,3,It uses good color coding to show the percentage of crop yield projections across different ranges. The caption provides a lot of context but not summarizing the main takeaway or highlighting the important parts.,It uses good color coding to show the percentage of crop yield projections across different ranges,The caption provides a lot of context but not summarizing the main takeaway or highlighting the important parts.,,_res2
15,2360,4,"The visualization is clear, but the caption does not fully summarize the main trend, while the caption is informative it does not have a clear takeaway","The visualization is clear,","the caption does not fully summarize the main trend, the caption is informative it does not have a clear takeaway",,_res2
18,324,1,"Chart a and c tells the same information, not sure why they are represented twice. Caption does not seem to be helping here to understand.","Chart a and c tells the same information, not sure why they are represented twice",Caption does not seem to be helping here to understand,,_res2
21,332,1,"Why both charts are similar, what is the comparison between them. And the caption does not clearly summarize the chart","Why both charts are similar, what is the comparison between them",the caption does not clearly summarize the chart,,_res2
27,339,4,"Chart itself is sufficient to interpret it, and caption does not add any value in explaining the trend or describing the chart","Chart itself is sufficient to interpret it,",caption does not add any value in explaining the trend or describing the chart,,_res2
30,436,2,"The chart and caption does not mention about the extra dots between the years, where caption specifies it as annual mean, but not clear",The chart does not mention about the extra dots between the years,"The chart and caption does not mention about the extra dots between the years, where caption specifies it as annual mean, but not clear",,_res2
33,497,3,"The chart and caption does not specify the trend, and only explain about the labels. No clear takeaway.","The chart does not show the trend clearly, and only explain about the labels. ","The caption does not specify the trend, and only explain about the labels.",No clear takeaway.,_res2
48,690,3,"Both chart and caption is useful to interpret the result, but it lacks mentionining some trends about the labels observed.",chart is useful to interpret the result,"caption is useful to interpret the result, but it lacks mentionining some trends about the labels observed.",,_res2
63,999,4,"Require both caption and chart to interpret the takeaway, the line is clearly not mentioned in the chart","chart to interpret the takeaway, the line is clearly not mentioned in the chart",Require both caption,,_res2
87,1711,3,The caption does not fully cover the main trend from the charts. but both charts and captions require some effort to get some message,both charts,captions require some effort to get some message,The caption does not fully cover the main trend from the charts,_res2
96,1779,4,"The visualization is clear, but caption does not fully capture the summary of the chart","The visualization is clear,",caption does not fully capture the summary of the chart,,_res2
99,1803,4,"The horizontal bar chart is clear with error bars. And the caption provides details about the terms and data, but does not fully give the main takeaway",The horizontal bar chart is clear with error bars,"the caption provides details about the terms and data, but does not fully give the main takeaway",,_res2
105,1839,4,"The axis are well labeled, and the use of colors make it more interpretable. Caption represent some details but not fully summarize the trend","The axis are well labeled, and the use of colors make it more interpretable. ",Caption represent some details but not fully summarize the trend,,_res2
108,1945,3,"The chart is interpretable, but the caption can be more informative and also express trends in the chart",The chart is interpretable,the caption can be more informative and also express trends in the chart,,_res2
111,2062,3,"Chart have many terms and abbreviations, even though caption does mention the terms it does not mention any takeaway message",Chart have many terms and abbreviations,caption does mention the terms it does not mention any takeaway message,,_res2
117,2124,3,"The chart have some trends, but not sure which trend to look at, and caption does not seem to provide a clear explanations","The chart have some trends, not sure which trend to look at,",caption does not seem to provide a clear explanations,,_res2
144,447,3,The labels are not clear and not represented in caption,The labels are not clear,The labels are not explained in caption,,_res2
150,492,4,"The chart and caption clearly explain the labels used, but caption is lost in translation",The chart clearly explains the labels,"caption clearly explain the labels used, caption is lost in translation",,_res2
159,643,3,Difficult to understand and caption do not summarize main trend.,Difficult to understand,caption do not summarize main trend,,_res2
165,736,4,"The chart and caption capture the trend, but the chart is little complex to understand","The chart capture the trend, but the chart is little complex to understand","caption capture the trend,",,_res2
168,828,3,No proper labeling is stated in chart and caption,No proper labeling is stated in chart,caption does not explain missing labels,,_res2
189,1428,1,"The caption does not have any information only references, and bars inside the chart is little confusing",bars inside the chart is little confusing,"The caption does not have any information only references,",,_res2
192,1453,3,"The chart and caption mentions about different lines, but no straight forward takeaway",The chart no straight forward takeaway,"caption mentions about different lines, but no straight forward takeaway",,_res2
195,1499,4,"The black lines are not fully mentioned in chart or caption, but could be infered as error lines",The black lines are not fully mentioned in chart but could be infered as error lines,"The black lines are not fully mentioned in caption, but could be infered as error lines",,_res2
207,1715,3,The chart contains multiple ranges which is confusing in the first glance. The caption does not clearly summarize the main trend,The chart contains multiple ranges which is confusing in the first glance,The caption does not clearly summarize the main trend,,_res2
228,1861,3,"The chart does seem to use some symbols like triangle, circle that are not fully explained within the visualization itself and require very large caption. The caption is lengthy but does not fully summarize the trend","The chart does seem to use some symbols like triangle, circle that are not fully explained within the visualization itself and require very large caption.",The caption is lengthy but does not fully summarize the trend,,_res2
231,1874,4,"The visualization is clear and allows for comparison, but the key message could be more directly stated in the caption","The visualization is clear allows for comparison,",the key message could be more directly stated in the caption,,_res2
243,1947,3,"There are many details in chart and also in the caption, but I did not find any clear takeaway",There are many details in chart I did not find any clear takeaway,There are many details in caption I did not find any clear takeaway,,_res2
246,1979,3,"The chart is easy to interpret, but caption does not contain any clear takeaway, it mentions some trends and relationships, but no clear summary","The chart is easy to interpret, ","caption does not contain any clear takeaway, it mentions some trends and relationships, but no clear summary",,_res2
249,2016,3,"The chart does not mention about the color scale used for world map, need to have some assumptions of the color scale for chart only. And caption does not seem to explain the chart clearly, and no clear takeaway is mentioned.","The chart does not mention about the color scale used for world map, need to have some assumptions of the color scale for chart only","And caption does not seem to explain the chart clearly, and no clear takeaway is mentioned.",,_res2
255,2054,4,"The caption does mention some trends, but the color scale in the chart is little bit confusing",the color scale in the chart is little bit confusing,"The caption does mention some trends,",,_res2
267,2356,4,"The chart is clear and allows for comparison, but key message could be mentioned in the caption","The chart is clear allows for comparison,",key message could be mentioned in the caption,,_res2
282,184,2,"There are many technical terms that are not fully explained in the caption. There are many labels and legend in the axis, and the means in note immediately clear. The caption does not summarize the main takeaway or important trends. ","There are many labels and legend in the axis, and the means in note immediately clear. ",There are many technical terms that are not fully explained in the caption. The caption does not summarize the main takeaway or important trends.,,_res2
288,297,2,"Both chart and caption tell about the labels used and how they are formed, but there is no mention what the intent for the chart is.","chart tell about the labels used, but there is no mention what the intent for the chart is.","caption tell about the labels used and how they are formed, but there is no mention what the intent for the chart is.",,_res2
303,1143,1,"There is no clear explanation about the comparison between the trend lines, and no takeaway can be taken both chart and caption","trend lines are visible, but no takeaway can be taken from chart","There is no clear explanation about the comparison between the trend lines, and no takeaway can be taken from caption",,_res2
312,213,2,"I can see the trend in the chart, but it is not straight forward to get the trend without proper context provided. Not clear on what the takeaway is. ",the trend in the chart is visible,it is not straight forward to get the trend without proper context provided,,_res2
348,1400,3,"The lines are clearly not mentioned in the caption and the chart, making it difficult to interpret the chart",Lines are not labeled,The lines are clearly not mentioned in the caption,,_res2
357,1633,4,"The visualization is complex, and caption is lengthy without clearly summarizing the main trend. The main takeaway could be more highlighted in the caption.","The visualization is complex,",caption is lengthy without clearly summarizing the main trend The main takeaway could be more highlighted in the caption,,_res2
360,1659,2,"The legend seems to be crowded, making it difficult to distinguish between the models, and overlapping datapoints add some visual clutter. Caption does not mention any key trend.","The legend seems to be crowded, making it difficult to distinguish between the models, overlapping datapoints add some visual clutter",Caption does not mention any key trend,,_res2
366,1750,2,"The 3D charts are making it difficult to compare values, and color encoding is not intuitive, and the caption does provide details about the terms but does not summarize the main takeaway.","The 3D charts are making it difficult to compare values, color encoding is not intuitive, does not summarize the main takeaway",the caption does provide details about the terms,,_res2
372,1838,3,"The charts are very dense, with overlapping lines, the caption is comprehensive but it does not clearly summarize the main takeaway","The charts are very dense, with overlapping lines, ",the caption is comprehensive but it does not clearly summarize the main takeaway,,_res2
390,2262,2,"There are many overlapping lines in the charts, which require a takeaway message but not mentioned in the caption",There are many overlapping lines in the charts,require a takeaway message not mentioned in the caption,,_res2
402,2152,3,The bottom chart is less interpretable and caption does not provide any clear takeaway message,The bottom chart is less interpretable,caption does not provide any clear takeaway message,,_res2
453,1576,2,Caption have too many citations lost while reading caption and also many visual elements present,many visual elements present,Caption have too many citations lost reading caption,,_res2
462,1946,3,"The chart is visually dense, with overlapping lines and there are many abbreviations. The caption is comprehensive and provides detailed methodology, but it is lengthy and does not summarize key takeaway","The chart is visually dense, with overlapping lines there are many abbreviations ","The caption is comprehensive and provides detailed methodology, but it is lengthy and does not summarize key takeaway",,_res2
465,1953,2,"The chart is visually cluttered, with overlapping points and numbers. The radial axis does require some more indepth understanding. And caption is lengthy and does not summarize takeaway","The chart is visually cluttered, with overlapping points numbers The radial axis does require some more indepth understanding ",caption is lengthy and does not summarize takeaway,,_res2
468,1963,3,The chart is visually dense and also there is some logarithamic axis which is getting covered by data points. Caption does not summarize takeaway clearly.,The chart is visually dense also there is some logarithamic axis which is getting covered by data points,Caption does not summarize takeaway clearly,,_res2
486,2138,3,There is no takeaway message mentioned in the caption or can be interpreted from the chart on which category is more suitable and stable.,low level interpretation can be made from the chart but takeaway message is unclear,caption does not mention clear takeaway message,,_res2
495,2354,3,"The caption does provide methodology, but does not explain the takeaway message. And also the chart is having many overlapping lines",chart is having many overlapping lines,"The caption does provide methodology, but does not explain the takeaway message.",,_res2
498,2251,3,"The are many charts with overlapping lines hard to track across many charts, and caption is lengthy and does not provide takeaway message","The are many charts with overlapping lines hard to track across many charts, ",caption is lengthy and does not provide takeaway message,,_res2
501,149,2,The slanted lines and clustering of points make it hard to follow trends or get clear takeaway. The caption provide some summary but does not summarize the main takeaway,The slanted lines clustering of points make it hard to follow trends or get clear takeaway,The caption provide some summary but does not summarize the main takeaway,,_res2
504,152,2,"The visualization contains many overlapping lines, making it difficult to identify trends. It is visually cluttered. Caption provides context and explains what is being compared, but it doesn't summarize the takeaway.","The visualization contains many overlapping lines, making it difficult to identify trends It is visually cluttered ","Caption provides context and explains what is being compared, it doesn't summarize the takeaway",,_res2
507,188,2,"There are many labels mentioned in the chart, and also shown inside the visualization, but it is confusing because the are no proper starting line or only a single point. Caption provides some context about the data sources and a note about an outlier, but there is no clear summary of main trends.","There are many labels mentioned in the chart, also shown inside the visualization, it is confusing because the are no proper starting line or only a single point ","Caption provides some context about the data sources and a note about an outlier, there is no clear summary of main trends",,_res2
510,196,4,"The bar chart clearly explains the change in trends using the color-coded segments and triangle to indicate total change. However, caption is dense and uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings.",The bar chart clearly explains the change in trends using the color-coded segments triangle to indicate total change,"However, caption is dense uses technical terms, which is making to read the caption again or taking more effort to read them. The takeaway requires some re-readings",,_res2
516,650,2,The caption does not fully represent the chart and also little unclear about B2 scenarios.,also little unclear about B2 scenarios,The caption does not fully represent the chart,,_res2
531,292,1,The chart mentions some dots in the charts which is,"The chart mentions some dots in the charts which is not clearly explained in the caption,","not clearly explained in the caption, and no clear takeaway",,_res2
534,413,1,"Both caption and chart is not useful to interpret the trend and also labels are missing in chart, and caption does not provide a takeaway","chart is not useful to interpret the trend also labels are missing in chart,",caption is not useful to interpret the trend. caption does not provide a takeaway,,_res2
540,2018,3,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts. And also the labels are not clearly mentioned",And also the labels are not clearly mentioned,"The caption explains about the trends hidden in brackets with just one wording, but not explaining the high level takeaway using all the charts",,_res2
543,2025,2,"The chart seems to be cluttered, and also no clear trend mentioned in the caption. Caption contains explanation of terms used like box plot, and what lines are drawn for but no clear takeaway","The chart seems to be cluttered,","also no clear trend mentioned in the caption. Caption contains explanation of terms used like box plot, and  what lines are drawn for no clear takeaway","Caption contains explanation of terms used like box plot,",_res2
546,2060,3,Caption doesn't seem to mention about the comparison between the bars and also what to infer from the charts,also what to infer from the charts,Caption doesn't seem to mention about the comparison between the bars and also what to infer from the charts,,_res2
549,2064,4,Both caption and chart,chart are useful,caption are useful,,_res2
552,2117,1,"The chart is 3D which is difficult to get the exact comparison between the years, and caption mentions some terms and time-series chart, but no clear takeaway","The chart is 3D which is difficult to get the exact comparison between the years, ","caption mentions some terms and time-series chart, no clear takeaway",,_res2
555,2163,4,"Though there are too many labels mentioned in the chart, but the caption and chart represent a clear takeaway message.","Though there are too many labels mentioned in the chart, chart represent a clear takeaway message",the caption represent a clear takeaway message,,_res2
558,2253,3,"The chart is visually dense because of some similar labelling, and caption does not have summary","The chart is visually dense because of some similar labelling,",caption does not have summary,,_res2
576,1465,2,No trend is highlighted in chart or mentioned in the caption,No trend is highlighted in chart,No trend is mentioned in the caption,,_res2
579,1503,2,"The heatmap visualizes multiple elements using color gradients to indicate error magnitude. However, chart contains dense technical terms and abbreviations that are not fully explained in caption. The color scale is also not common practice",The heatmap visualizes multiple elements using color gradients to indicate error magnitude. The color scale is also not common practice,"However, chart contains dense technical terms and abbreviations that are not fully explained in caption",,_res2
591,2028,4,"The inverted axis in the y-axis is not visible in the first glance, overall the visualization is clear, but does not clearly state key message directly in the caption","The inverted axis in the y-axis is not visible in the first glance, overall the visualization is clear,",does not clearly state key message directly in the caption,,_res2
594,1845,4,"The visualization is clear and good for comparison, but the key message could be stated in the caption","The visualization is clear good for comparison,",the key message could be stated in the caption,,_res2
597,1949,2,The lines overlap between the months in y-axis and caption does not fully summarize and address main takeaway trend.,The lines overlap between the months in y-axis,caption does not fully summarize and address main takeaway trend,,_res2
600,1749,2,"The axes are labeled, but interpreting the relationships and extracting the main trends is difficult, caption is lengthly and does not provide clear takeaway message ","The axes are labeled, interpreting the relationships and extracting the main trends is difficult, ",caption is lengthly and does not provide clear takeaway message,,_res2
602,126,2,trend can be observed in the chart. caption does not summarize a takeaway message,trend can be observed in the chart,caption does not summarize a takeaway message,,_res1
603,139,4,not all axes in the chart are labeled. wordy caption,not all axes in the chart are labeled,wordy caption,,_res1
605,149,3,The visualization seems cluttered and the caption does not provide enough information,The visualization seems cluttered,caption does not provide enough information,,_res1
606,152,3,"The visualization is cluttered, and also the caption is a bit lengthy.","The visualization is cluttered, ",the caption is a bit lengthy,,_res1
613,236,2,"The caption is too lengthy, the charts are cluttered but still interpretable.", charts are cluttered but still interpretable,"The caption is too lengthy, ",,_res1
614,242,1,"The caption is lengthy (but I think it was needed as the charts carry a lot of information), but the visualization is very cluttered, having envelopes and bars over to each other",the visualization is very cluttered and marks overlap,The caption is lengthy but informative,,_res1
615,290,3,"The chart is precise and clear, but the caption is too large.","The chart is precise and clear,",the caption is too large,,_res1
618,304,2,"The chart is quite interpretable, but the caption is too long",The chart is quite interpretable,caption is too long,,_res1
623,337,2,Caption is too long and the chart looks cluttered,chart looks cluttered,Caption is too long,,_res1
625,380,3,chart does not contain legend for colors used. Caption described encoding used in the visualization. Caption fails to summarize the intent,"chart does not contain legend for colors used
","Caption described encoding used in the chart.
Caption fails to summarize the intent",,_res1
631,447,1,"legend information is not given, which makes the chart hard to interpret. The caption seems fine","legend information is not given, which makes the chart hard to interpret",The caption seems fine,,_res1
634,494,2,Both the chart and caption look cluttered to me,chart is cluttered,caption has too much information,,_res1
639,604,3,Chart is a bit cluttered and the caption is too big,Chart is a bit cluttered ,the caption is too big,,_res1
640,610,2,chart does not include legend. Caption explains the components of the chart well.,"chart does not include legend
",Caption explains the components of the chart well,,_res1
641,614,3,"The chart is interpretable, but there are too many texts in the chart. The caption is also too large.","The chart is interpretable, but there are too many texts in the chart",The caption is also too large,,_res1
647,676,3,"chart is cluttered, caption is monotonous",chart is cluttered,caption is monotonous,,_res1
651,758,3,The chart seems cluttered to me and also the caption is monotonous,The chart seems cluttered ,the caption is monotonous,,_res1
654,828,1,The visualization seems cluttered. And the caption does not explain it as well.,The visualization seems cluttered,And the caption does not explain it as well,,_res1
658,869,2,"Too large caption, and the charts can be improved, proper axis labels seems missing which make it confused to interpret",axes labels are not included in the chart,long caption,,_res1
680,1177,4,A common trend is observed in the chart. The caption does not expand on observed trend. Caption does not mention the causal effect.,A common trend is observed in the chart,"The caption does not expand on observed trend
Caption does not mention the causal effect",,_res1
688,1232,2,"The visualization is a bit cluttered, and the caption does not talk about the downward trends and does not explain it.","The visualization is a bit cluttered, ",caption does not explain the trend observed,,_res1
709,1576,2,The charts seem a bit cluttered with large captions,The charts seem a bit cluttered ,long caption,,_res1
724,1751,2,"The visualization is cluttered. Also, the caption does not describe small upward trend and does not compare the two figures.",The visualization is cluttered,the caption does not describe small upward trend and does not compare the two,,_res1
735,1838,2,"The visualization seems a bit cluttered, also the caption does not describe the trends or compare the three models.",The visualization seems a bit cluttered,the caption does not describe the trends or compare the three models,,_res1
750,2007,2,"Seems cluttered, and large caption",cluttered visualization,lengthy caption,,_res1
755,2049,2,Have not talked about different shapes for the mark and the caption do not talk about thew major takeaway.,marks used in the chart are not labeled,the caption do not talk about thew major takeaway,,_res1
760,2061,1,"The caption does not talk about the major takeaway, also the marks overlapped.",marks in the visualization overlap,"The caption does not talk about the major takeaway, ",,_res1
774,2163,3,"Visualization seems a bit cluttered, caption seems a bit long with irrelevant information",Visualization seems a bit cluttered,caption seems a bit long with irrelevant information,,_res1
783,1749,2,"The caption complement the charts, but  I am confused about which horizontal line they are talking about at .63 cel in (a)",Marks used in in the visualization are not clearly labeled,The caption complement the charts,,_res1
784,2253,1,"The visualization is cluttered, It should talk about the correlation between uncertainty ratio for 10-degree latitude bands in control simulations and difference between the control and doubled greenhouse gas simulations",The visualization is cluttered,caption should talk about the correlation between uncertainty observed in the chart,,_res1
